일반_대표자_성별코드,대표자연령대코드,고용근로자수,환산임대료,일반_사업자형태코드,산업중분류코드,일반_창업형태코드,일반_현사업체_직전종사상지위항목코드,창업_비용_총창업비용,창업_비용_본인부담금액,창업_어려움정도_입지선정코드,창업_어려움정도_업종선택코드,창업_어려움정도_자금조달코드,창업_어려움정도_기술확보코드,창업_어려움정도_인력확보코드,창업_어려움정도_행정절차코드,창업_어려움정도_경영방법코드,경영_고객결재방법_현금비율,경영_고객결재방법_카드비율,경영_고객결재방법_간편결제비율,경영_고객결재방법_어음비율,경영_고객결재방법_기타비율,경영_영업이익,경영_전자상거래_매출비율,경영_부채금액
1,50,0,0.0,1,42,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,40,0,6
1,50,0,2.5,1,42,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,20,0,30
1,50,0,56.0,1,42,1,3,30.0,30.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0,80,0,0,20,14,0,50
1,50,0,66.0,1,45,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,21,0,30
1,50,0,116.8,1,45,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,70,30,0,0,0,24,0,0
1,50,0,0.0,1,45,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,42,0,1
1,50,0,26.0,1,45,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,80,20,0,0,0,6,0,0
1,50,0,144.0,1,46,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,70,0,0,0,30,80,0,0
1,50,0,0.0,1,46,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,95,0,0,0,5,10,0,20
1,50,0,0.0,1,46,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,3,0,0
1,50,0,66.0,1,46,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,-7,0,0
1,50,0,42.0,1,46,1,3,80.0,80.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,100,0,0,0,0,-4,0,50
1,50,0,118.0,1,47,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,10,90,0,0,0,20,0,0
1,50,0,6.0,1,47,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,0,90,10,0,0,140,10,12
1,50,0,69.6,1,47,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,30,70,0,0,0,50,0,0
1,50,0,100.0,1,47,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,0,100,0,0,0,-24,0,20
1,50,0,222.0,1,47,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,2,98,0,0,0,2,0,30
1,50,0,65.4,1,47,1,4,50.0,28.0,4.0,3.0,5.0,2.0,3.0,2.0,4.0,20,80,0,0,0,5,0,40
1,50,0,110.0,1,47,1,3,10.0,10.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,90,10,0,0,0,20,0,0
1,50,0,0.0,1,47,1,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20,80,0,0,0,3,100,0
1,50,0,60.0,1,47,1,3,28.0,28.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,0,100,0,0,0,11,100,24
1,50,0,100.0,1,47,2,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,5,95,0,0,0,36,0,50
1,50,0,144.0,1,58,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,88,0,15
1,50,0,0.0,1,58,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,22,0,0
1,50,0,0.0,1,58,1,3,10.0,10.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,100,0,0,0,0,18,0,0
1,50,0,0.0,1,58,1,3,26.0,26.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,100,0,0,0,0,20,0,5
1,50,0,100.0,1,62,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,28,0,30
1,50,0,660.0,1,62,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,23,0,4
1,50,0,0.0,1,62,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,30,0,0
1,50,0,0.0,1,62,1,3,10.0,10.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,100,0,0,0,0,26,0,2
1,50,0,20.6,1,63,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,20,80,0,0,0,30,0,0
1,50,0,72.0,1,63,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,28,0,10
1,50,0,0.0,1,63,1,3,50.0,50.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,40,60,0,0,0,38,0,0
1,50,0,83.0,1,68,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,16,0,0
1,50,0,0.0,1,68,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,36,0,69
1,50,0,286.0,1,68,2,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,42,0,0
1,50,0,0.0,1,72,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,10,0,0
1,50,0,236.0,1,72,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,6,0,200
1,50,0,12.0,1,73,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,0,100,0,0,0,21,0,3
1,50,0,38.6,1,73,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,-10,0,20
1,50,0,32.0,1,73,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,12,0,9
1,50,0,86.0,1,74,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,0,100,0,0,0,-10,0,100
1,50,0,150.0,1,74,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,20,0,0,0,80,14,80,70
1,50,0,0.0,1,74,1,3,21.0,21.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,100,0,0,0,0,1,0,0
1,50,0,0.0,1,74,1,3,16.0,16.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,100,0,0,0,0,32,30,0
1,50,0,300.0,1,75,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,11,0,57
1,50,0,112.0,1,75,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,25,75,0,0,0,48,0,0
1,50,0,224.0,1,75,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,42,0,0
1,50,0,0.0,1,75,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,8,0,0
1,50,0,0.0,1,75,1,3,50.0,50.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,5,95,0,0,0,22,0,10
1,50,0,36.0,1,76,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,80,20,0,0,0,16,0,15
1,50,0,196.0,1,76,1,3,30.0,30.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,100,0,0,0,0,-19,0,0
1,50,0,19.2,1,76,1,3,15.0,15.0,5.0,1.0,3.0,1.0,1.0,1.0,5.0,30,70,0,0,0,38,0,20
1,50,0,0.0,1,76,1,3,50.0,30.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,0,0,0,0,100,25,0,60
1,50,0,42.0,1,85,1,3,30.0,30.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,0,100,0,0,0,19,0,0
1,50,0,0.0,1,85,1,3,80.0,80.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,0,100,0,0,0,56,100,0
1,50,0,72.0,1,90,1,3,290.0,290.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,0,0,0,0,100,-3,20,100
1,50,0,0.0,1,90,1,3,30.0,30.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,100,0,0,0,0,9,0,200
1,50,0,350.0,1,91,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,10,90,0,0,0,-100,0,200
1,50,0,313.4,1,91,2,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,10,90,0,0,0,-1,0,20
1,50,0,137.6,1,91,2,4,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,0,100,0,0,0,-10,0,55
1,50,0,10.0,1,95,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,6,0,0
1,50,0,150.0,1,95,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,10,90,0,0,0,35,0,0
1,50,0,0.0,1,95,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,0,100,0,0,0,7,0,200
1,50,0,204.0,1,95,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,0,100,0,0,0,41,0,35
1,50,0,36.0,1,95,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,80,20,0,0,0,17,0,30
1,50,0,66.0,1,95,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,10,90,0,0,0,48,0,0
1,50,0,0.0,1,95,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,10,0,3
1,50,0,70.0,1,95,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,15,0,0
1,50,0,28.6,1,95,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,10,0,0
1,50,0,0.0,1,95,1,3,32.0,32.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,50,50,0,0,0,22,0,4
1,50,0,354.0,1,95,1,3,100.0,100.0,3.0,1.0,3.0,2.0,2.0,4.0,3.0,1,99,0,0,0,20,0,50
1,50,0,0.0,1,95,1,3,30.0,30.0,5.0,4.0,2.0,3.0,2.0,3.0,3.0,50,50,0,0,0,36,0,0
1,50,0,92.0,1,95,1,3,25.0,20.0,5.0,1.0,4.0,5.0,4.0,2.0,4.0,20,80,0,0,0,-16,0,80
1,50,0,67.0,1,95,2,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,48,0,0
1,50,0,42.0,1,95,2,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,0,100,0,0,0,7,0,0
1,50,0,132.0,1,95,2,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,20,80,0,0,0,10,0,50
1,50,0,240.0,2,10,1,3,21.0,21.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,0,0,0,0,100,-28,0,120
1,50,0,72.0,2,14,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,17,0,266
1,50,0,112.0,2,14,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,34,0,651
1,50,0,30.0,2,18,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,53,0,56
1,50,0,57.0,2,20,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,-1,0,0
1,50,0,0.0,2,20,1,4,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,11,10,50
1,50,0,0.0,2,20,1,3,50.0,50.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,100,0,0,0,0,5,0,2
1,50,0,0.0,2,20,1,3,50.0,50.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,100,0,0,0,0,-9,0,3
1,50,0,72.0,2,20,1,3,50.0,50.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,0,100,0,0,0,0,0,0
1,50,0,15.18,2,20,1,3,10.0,10.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,50,50,0,0,0,3,0,16
1,50,0,92.0,2,20,1,3,22.0,22.0,1.0,1.0,5.0,3.0,4.0,1.0,4.0,100,0,0,0,0,-14,0,14
1,50,0,174.0,2,22,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,0,100,0,0,0,40,100,387
1,50,0,52.0,2,22,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,65,0,111
1,50,0,62.0,2,22,1,3,50.0,50.0,3.0,2.0,4.0,5.0,3.0,2.0,2.0,100,0,0,0,0,0,0,10
1,50,0,44.0,2,23,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,0,0,0,0,100,20,0,25
1,50,0,36.0,2,23,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,-2,0,42
1,50,0,0.0,2,23,1,3,50.0,50.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,0,50,0,50,0,0,0,0
1,50,0,175.2,2,24,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,50,0,595
1,50,0,112.0,2,25,1,3,150.0,100.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,10,90,0,0,0,10,0,269
1,50,0,0.0,2,26,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,2,0,133
1,50,0,63.6,2,26,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,90,0,0,10,0,16,0,64
1,50,0,36.0,2,26,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,10,0,30
1,50,0,0.0,2,26,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,30,60,0,0,10,-16,0,164
1,50,0,26.0,2,26,1,3,30.0,30.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,30,70,0,0,0,20,0,80
1,50,0,204.0,2,26,1,3,100.0,100.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,0,80,0,0,20,20,10,17
1,50,0,59.0,2,26,1,3,30.0,30.0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,100,0,0,0,0,71,0,49
1,50,0,22.4,2,26,1,3,50.0,50.0,3.0,1.0,2.0,5.0,2.0,2.0,4.0,0,0,0,0,100,0,0,63
1,50,0,10.0,2,26,1,3,10.0,10.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,100,0,0,0,0,1,0,0
1,50,0,15.0,2,29,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,4,0,0
1,50,0,0.0,2,30,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,-36,0,6
1,50,0,0.0,2,30,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,-52,0,7
1,50,0,124.0,2,30,2,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,10,30,0,40,20,53,0,184
1,50,0,184.0,2,32,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,50,50,0,0,0,-28,5,217
1,50,0,42.0,2,41,1,3,100.0,100.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,50,50,0,0,0,-19,0,33
1,50,0,0.0,2,41,2,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,53,0,10
1,50,0,92.0,2,41,2,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,70,0,0
1,50,0,69.0,2,42,2,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,0,50,0,0,50,18,0,2
1,50,0,130.0,2,45,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,22,0,46
1,50,0,66.0,2,46,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,-49,0,111
1,50,0,107.0,2,46,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,95,0,1
1,50,0,0.0,2,46,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,-30,0,508
1,50,0,156.0,2,46,1,3,30.0,30.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,75,20,0,0,5,50,0,701
1,50,0,212.0,2,46,3,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,15,45,0,0,40,30,0,24
1,50,0,10.0,2,47,1,3,30.0,30.0,5.0,3.0,5.0,4.0,4.0,2.0,2.0,0,0,0,0,100,-3,100,170
1,50,0,12.0,2,58,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,-9,0,23
1,50,0,236.0,2,58,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,20,60,0,0,20,32,20,228
1,50,0,30.84,2,58,1,3,20.0,20.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100,0,0,0,0,0,0,3
1,50,0,10.0,2,58,1,3,10.0,10.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,100,0,0,0,0,-72,0,9
1,50,0,112.0,2,58,1,3,340.0,340.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,100,8,0,340
1,50,0,0.0,2,58,1,3,25.0,15.0,1.0,3.0,1.0,5.0,4.0,1.0,3.0,100,0,0,0,0,-1,0,0
1,50,0,0.0,2,58,1,4,21.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,100,65,0,137
1,50,0,44.0,2,58,1,3,50.0,50.0,2.0,5.0,5.0,5.0,2.0,2.0,4.0,100,0,0,0,0,10,0,59
1,50,0,0.0,2,62,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,-20,0,92
1,50,0,124.0,2,62,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,0,100,0,0,0,33,0,128
1,50,0,0.0,2,62,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,27,0,74
1,50,0,30.0,2,62,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,20,0,245
1,50,0,0.0,2,62,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,18,0,80
1,50,0,61.0,2,62,1,3,30.0,20.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,100,0,0,0,3,90,125
1,50,0,0.0,2,63,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,-20,0,0
1,50,0,0.0,2,63,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,49,0,750
1,50,0,45.0,2,63,1,3,40.0,40.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,0,100,0,0,0,13,0,0
1,50,0,10.0,2,63,1,3,20.0,20.0,3.0,4.0,3.0,2.0,1.0,3.0,3.0,50,50,0,0,0,9,50,0
1,50,0,30.0,2,63,1,3,50.0,50.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,50,50,0,0,0,16,100,103
1,50,0,15.0,2,63,1,3,80.0,80.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,80,20,0,0,0,82,90,0
1,50,0,56.0,2,63,1,3,25.0,25.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,100,0,0,0,0,4,0,7
1,50,0,4.0,2,63,1,3,50.0,50.0,1.0,1.0,5.0,5.0,5.0,1.0,3.0,0,100,0,0,0,5,0,27
1,50,0,92.0,2,71,1,3,10.0,5.0,4.0,3.0,5.0,3.0,3.0,2.0,2.0,50,50,0,0,0,45,0,109
1,50,0,30.0,2,71,1,3,50.0,50.0,2.0,4.0,5.0,5.0,5.0,2.0,5.0,100,0,0,0,0,-7,0,100
1,50,0,360.0,2,71,1,3,30.0,20.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,0,100,0,0,0,0,0,0
1,50,0,103.4,2,72,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,19,0,71
1,50,0,5.0,2,73,2,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,22,0,50
1,50,0,112.0,2,74,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,-2,0,34
1,50,0,18.6,2,74,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,-32,0,100
1,50,0,0.0,2,74,1,3,50.0,50.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,100,0,0,0,0,1,0,3
1,50,0,100.0,2,75,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,42,0,100
1,50,0,46.0,2,75,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,0,100,0,0,0,1,0,176
1,50,0,110.0,2,75,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,0,80,0,0,20,45,0,40
1,50,0,52.0,2,75,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,20,80,0,0,0,-8,0,151
1,50,0,130.0,2,75,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,0,0,0,0,100,-8,0,488
1,50,0,124.0,2,75,1,3,100.0,50.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,0,0,0,0,100,-7,0,4024
1,50,0,224.0,2,75,1,3,100.0,100.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,0,40,20,0,40,100,0,115
1,50,0,54.2,2,75,2,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,-27,0,930
1,50,0,0.0,2,85,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,0,0,0
1,50,0,0.0,2,90,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,-16,0,389
1,50,0,0.0,2,75,1,3,100.0,100.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,100,0,0,0,0,-90,0,366
1,50,0,134.0,1,75,1,4,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,25,0,10
1,50,0,10.0,2,33,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,0,0,0,0,100,-11,0,400
1,50,9,1362.4,1,18,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,95,0,0,5,0,276,0,1862
1,50,9,510.0,2,26,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,99,0,0,0,1,16,0,161
1,50,9,0.0,1,17,1,3,80.85938615,66.39471806,2.780870807,2.592433976,3.48608137,2.971448965,2.952890792,2.678800857,2.960028551,100,0,0,0,0,215,0,866
