상권_코드_명,기준_년_코드,기준_분기_코드,yearquarter,lease_sole,lease_corp,owner,is_risky_0,is_risky_1,total_stores_count,existing_customers_count,Restaurant,Service,Distribution,Japanese,Korean,Western,Bar,PersonalService,ArtSportsandLeisure-relatedServiceIndustry,BakeryDessert,Cafe,ProfessionalDistribution,HealthcareServiceIndustry,EducationServiceIndustry,Fastfood,average(age),average(duration),average(is_franchise),average(business_square_size),average(monthly_rental_fee),average(regular_employees_count),average(rental_deposit),average(sum_customer_cnt),average(sum_new_customer_cnt),average(sum_purchase_card),average(sum_purchase_cash),average(sum_purchase_invoice),average(sum_weekend_sales_delivery),average(sum_weekend_sales_card),average(sum_sales_card),average(sum_sales_delivery),average(sum_sales_invoice),경영_위기_비율,클러스터
DMC(디지털미디어시티),2022,1,2022-1,42.0,11.0,0.0,45.0,8.0,53.0,16.648301884,53.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,41.9528301875,5.2471698109,0.1698113208,40.2902150938,1.8596226413,0.7932692306,3.4999999996,21.9620754707,5.3137735843,4.2833196224,0.3935676035,7.7381955278,0.2030358487,0.9158116033,12.8526691504,1.0106283016,0.0711133205,0.1509433962264151,3
DMC(디지털미디어시티),2022,2,2022-2,44.0,9.0,0.0,42.0,11.0,53.0,19.6511538409,53.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,42.252830189,5.2150943392,0.1698113208,39.6398377355,1.9098113205,0.739245283,3.650943396,26.2398076921,6.588653846,3.6946096602,0.533263396,7.9248713587,0.1722471695,1.1781366034,14.9145696415,0.7851830185,0.0840237733,0.2075471698113207,3
DMC(디지털미디어시티),2022,3,2022-3,43.0,6.0,0.0,42.0,7.0,49.0,18.0408163226,49.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,43.5040816323,5.4204081633,0.1836734694,40.630640816,1.9534693875,0.6873469385,3.683673469,24.3738775509,6.3330612241,3.6344588976,0.5282762854,8.8675910405,0.1222897956,1.118155918,15.0412896119,0.7247387752,0.0910562446,0.1428571428571428,3
DMC(디지털미디어시티),2022,4,2022-4,42.0,6.0,0.0,34.0,14.0,48.0,16.9093749957,48.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,44.1562499996,5.5062499996,0.1875,40.0321124992,1.9212499996,0.5868749996,3.5312499998,22.805624999,5.8962499996,3.3566036249,0.5117171038,9.7896680619,0.0944124998,1.1346566663,15.391691166,0.5187104162,0.1372346663,0.2916666666666667,3
DMC(디지털미디어시티),2023,1,2023-1,38.0,6.0,0.0,34.0,10.0,44.0,15.8572727182,44.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,43.675,5.3454545452,0.2045454545,38.8768499997,1.9588636359,0.6020454542,3.4090909087,21.4768181815,5.6195454543,3.2466017271,0.5780729769,7.8081068405,0.0511818179,0.8786415907,15.0422804768,0.4506181815,0.1560408859,0.2272727272727272,3
가락시장역,2022,1,2022-1,17.0,0.0,0.0,13.0,4.0,17.0,1.4552940986,17.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.205882371,5.3058823565,0.5294117647,95.7441176805,3.8129411789,2.1323529442,5.970588183,4.7147058845,3.2594117695,3.8100623573,0.0798002958,22.2365053516,2.0465294127,8.0838705954,32.3327647284,6.3707058877,-5.6e-09,0.2352941176470588,1
가락시장역,2022,2,2022-2,18.0,0.0,0.0,13.0,5.0,18.0,1.9899999851,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8999999908,5.0833333303,0.5,95.7416665766,3.7399999985,2.2044444454,5.9166666538,6.6266666563,4.6366666622,4.1906731686,0.3643740017,25.9947343693,2.7106666655,13.1285222145,51.6766444036,7.2599444473,1.9e-09,0.2777777777777778,1
가락시장역,2022,3,2022-3,18.0,0.0,0.0,15.0,3.0,18.0,2.397777766,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.9000000125,5.0833333364,0.5,95.7416666838,3.7400000019,2.2361111138,5.9166665689,6.949999998,4.5522222226,4.4023222256,0.4940061682,28.4657576075,2.7733888903,13.5191944465,53.5854833323,8.8308888902,-8.1e-09,0.1666666666666666,1
가락시장역,2022,4,2022-4,18.0,0.0,0.0,16.0,2.0,18.0,2.4083333109,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8999999979,5.083333334,0.5,95.7416666554,3.7400000007,2.2088888894,5.9166667167,6.8638888912,4.4555555566,3.7238709425,0.3984945013,27.1973039845,2.6846666659,14.8655277791,56.281241109,8.0052222218,-1.95e-08,0.1111111111111111,1
가락시장역,2023,1,2023-1,20.0,0.0,0.0,18.0,2.0,20.0,2.2078947262,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.3500000006,4.7050000011,0.45,98.1284999744,3.6760000003,1.9805000015,5.8249999827,6.5652631588,4.3573684207,2.5955209996,0.6190640012,25.2360642486,2.1729000001,12.586324999,51.5679999953,6.4366999982,4.9e-09,0.1,1
가로수길,2022,1,2022-1,121.0,3.0,0.0,111.0,13.0,124.0,1.1757851219,74.0,25.0,25.0,20.0,21.0,12.0,21.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,41.5967741954,5.3000000001,0.1209677419,108.1943790431,3.7463819518,2.9306451614,4.5676612927,4.9561157033,3.780330579,4.51883396,0.285223871,14.2438905166,0.1341338711,8.1650613871,27.3690949293,0.446027419,0.71810337,0.1048387096774193,0
가로수길,2022,2,2022-2,124.0,3.0,0.0,111.0,16.0,127.0,1.4210483847,75.0,27.0,25.0,18.0,21.0,15.0,21.0,27.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,42.0771653565,5.3897637803,0.1181102362,108.940496062,3.6655225356,2.8260317462,4.4991338673,6.0909677426,4.6699193555,5.4421771816,0.2645431262,18.6135504878,0.1359574805,10.9190596303,36.4778327079,0.4179047244,1.6012637399,0.1259842519685039,0
가로수길,2022,3,2022-3,137.0,3.0,0.0,118.0,22.0,140.0,1.2174452541,85.0,30.0,25.0,20.0,23.0,21.0,21.0,30.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,41.0257142828,5.017142857,0.1285714286,105.0737357065,3.535840907,2.4069285711,4.363500001,5.2324087586,4.0149635037,5.1791998639,0.350546543,27.5965772833,0.0831642858,9.438381135,33.197355631,0.2559728576,15.0107377353,0.1571428571428571,0
가로수길,2022,4,2022-4,147.0,3.0,0.0,115.0,35.0,150.0,1.2973103425,90.0,32.0,28.0,21.0,24.0,24.0,21.0,32.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,40.6893333324,4.8873333333,0.12,116.1346866602,4.0017181805,2.5900666668,5.1126000024,5.5405517234,4.2432413788,4.4230856604,0.6316644537,36.0019557262,0.0218353333,11.7177095995,37.069350558,0.0530099998,16.6282481003,0.2333333333333333,0
가로수길,2023,1,2023-1,134.0,3.0,0.0,114.0,23.0,137.0,1.3494776104,80.0,27.0,30.0,18.0,24.0,20.0,18.0,27.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,40.5861313883,5.0846715332,0.1313868613,116.5800219031,4.1580126059,3.2507299271,5.3678102133,5.540000001,4.1905223884,3.4034141893,0.3399594018,47.338001191,0.0141737228,12.1020958176,37.5727495052,0.0487364965,29.6375927518,0.1678832116788321,0
가산디지털단지,2022,1,2022-1,194.0,29.0,0.0,184.0,39.0,223.0,8.6713761453,178.0,18.0,27.0,21.0,80.0,12.0,0.0,18.0,0.0,0.0,65.0,27.0,0.0,0.0,0.0,42.6529147986,5.620627803,0.1210762332,93.7685883489,2.6108156058,1.2204484307,3.9893451183,12.4741743121,3.8027981653,3.3369001796,0.5477042826,10.4987915342,0.1460596415,0.7541773545,16.044617494,0.9650668165,2.16208839,0.1748878923766816,2
가산디지털단지,2022,2,2022-2,197.0,25.0,0.0,189.0,33.0,222.0,10.1432718875,180.0,18.0,24.0,24.0,77.0,13.0,0.0,18.0,0.0,0.0,66.0,24.0,0.0,0.0,0.0,42.4684684708,5.5653153157,0.1216216216,92.8333567574,2.5954138739,1.1783333336,4.0131709976,15.3683410142,5.2250691246,3.1335664192,0.6377778291,13.0254971719,0.1068324327,1.1768703606,21.4100537437,0.6819765768,2.0748899782,0.1486486486486486,2
가산디지털단지,2022,3,2022-3,207.0,29.0,0.0,196.0,40.0,236.0,9.3735897437,191.0,18.0,27.0,24.0,84.0,18.0,0.0,18.0,0.0,0.0,65.0,27.0,0.0,0.0,0.0,42.6233050852,5.6449152543,0.1144067797,95.7771194954,2.5783774579,1.2069067798,3.9515557674,14.1876923079,4.8141025642,3.6088936397,0.5914311398,13.6422496606,0.1071042374,1.048228462,20.5682982594,0.5983338984,3.8122675669,0.1694915254237288,2
가산디지털단지,2022,4,2022-4,216.0,30.0,0.0,200.0,46.0,246.0,8.7365163925,199.0,20.0,27.0,25.0,90.0,21.0,0.0,20.0,0.0,0.0,63.0,27.0,0.0,0.0,0.0,42.4463414646,5.5626016262,0.1097560976,95.3491065155,2.5731897564,1.1782448982,3.9629624477,13.506065574,4.7695491805,3.1660553174,0.6093630489,14.807834851,0.1488768294,1.1417790654,21.4556044283,0.7092528456,4.4224682237,0.1869918699186991,2
가산디지털단지,2023,1,2023-1,222.0,30.0,0.0,199.0,53.0,252.0,8.1054693867,204.0,21.0,27.0,27.0,90.0,24.0,0.0,21.0,0.0,0.0,63.0,27.0,0.0,0.0,0.0,42.0869047618,5.2702380953,0.1071428571,92.2023023807,2.5547804762,1.2519444445,3.8765427071,12.485959184,4.3804897961,2.1882777777,0.5881418692,13.0280080829,0.1371170636,0.8918444443,19.910150519,0.6605424487,2.7972270706,0.2103174603174603,2
강남구청역,2022,1,2022-1,40.0,0.0,0.0,32.0,8.0,40.0,1.9347499938,25.0,0.0,15.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,38.9725000093,4.5425000018,0.15,85.7172500381,3.0527500014,1.5457500008,4.13750001,4.3830000029,2.4482500018,2.8560092531,0.6033102002,21.336288378,2.9442975011,5.4283082507,22.7717045285,10.8812425028,0.375460006,0.2,3
강남구청역,2022,2,2022-2,36.0,0.0,0.0,31.0,5.0,36.0,2.2952777718,20.0,0.0,16.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,38.4138889015,3.9777777792,0.1388888889,87.3941667298,3.2825000018,1.5130555581,4.3333333373,5.6858333349,3.3905555566,4.9349571683,0.6281933616,24.3554253378,1.6458333336,7.7543197239,33.2392464046,7.4853527782,0.5979873269,0.1388888888888889,3
강남구청역,2022,3,2022-3,44.0,0.0,0.0,36.0,8.0,44.0,2.0462790613,23.0,0.0,21.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,39.5249999942,4.9295454542,0.1363636364,88.8356818353,3.2836590905,1.5175000003,4.5227272862,5.1699999959,3.1237209291,7.1478986814,0.578912137,21.1919605451,1.2742090918,7.3716606828,32.9469782019,7.0782181824,0.4719057975,0.1818181818181818,3
강남구청역,2022,4,2022-4,45.0,0.0,0.0,38.0,7.0,45.0,2.0685714206,24.0,0.0,21.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,39.3733333368,4.8800000004,0.1333333333,89.3413333338,3.2884666667,1.6260000003,4.5333333639,5.5942857159,3.5257142861,5.9073532659,0.6625391343,24.7962134415,1.1485355566,8.4515562219,31.4876529977,5.6916022248,2.8312897529,0.1555555555555555,3
강남구청역,2023,1,2023-1,42.0,0.0,0.0,36.0,6.0,42.0,2.0843902381,24.0,0.0,18.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,37.7642857123,3.4285714289,0.1428571429,86.6864285387,3.3499999999,1.8054761909,4.357142814,5.4526829278,3.3682926822,2.1591390222,0.5321398812,20.8296695206,0.9923714294,7.5591971414,30.3197141354,5.9938476191,1.9665307179,0.1428571428571428,3
강남역,2022,1,2022-1,264.0,39.0,0.0,256.0,47.0,303.0,2.8189898976,89.0,178.0,36.0,0.0,44.0,0.0,27.0,57.0,18.0,0.0,18.0,36.0,103.0,0.0,0.0,41.352805281,5.9095709571,0.0693069307,216.868984823,7.3897173929,6.3507920792,10.0652282213,8.1014478117,5.2824579126,15.889289231,0.8312336635,52.0739177391,0.1806625447,16.5368269275,84.4005542148,0.9628853535,3.1580750295,0.1551155115511551,2
강남역,2022,2,2022-2,274.0,46.0,0.0,254.0,66.0,320.0,3.0186750782,94.0,191.0,35.0,0.0,46.0,0.0,28.0,59.0,18.0,0.0,20.0,35.0,114.0,0.0,0.0,41.1868750007,5.8071875003,0.065625,225.9090012521,7.5519511563,6.51165625,10.382512967,8.5793375398,5.5606624608,17.0335080032,0.8754023782,60.0456077164,0.2429179688,18.3723792281,92.660362897,0.8733972188,8.8707696789,0.20625,2
강남역,2022,3,2022-3,293.0,55.0,0.0,260.0,88.0,348.0,3.0414739875,110.0,204.0,34.0,0.0,53.0,0.0,33.0,60.0,21.0,0.0,24.0,34.0,123.0,0.0,0.0,40.8479885056,5.609770115,0.0689655172,224.4856091941,7.528959971,6.3051436782,10.2466211253,8.4266184969,5.3851445085,17.2168478304,0.9995992299,53.5373881642,0.2697390805,15.873682609,86.9522482468,0.932874658,2.1467835606,0.2528735632183908,2
강남역,2022,4,2022-4,301.0,52.0,0.0,271.0,82.0,353.0,3.0415759304,112.0,205.0,36.0,0.0,52.0,0.0,36.0,60.0,21.0,0.0,24.0,36.0,124.0,0.0,0.0,40.8830028329,5.4365439093,0.0623229462,226.9732679885,7.7153667706,6.2993201133,10.4935528302,8.235444126,5.1938681947,17.8374496032,0.9516072522,52.3509631332,0.2978413598,17.7664848017,86.5486330112,0.9783454956,2.3350077791,0.2322946175637393,2
강남역,2023,1,2023-1,295.0,53.0,0.0,283.0,65.0,348.0,2.6877647049,110.0,202.0,36.0,0.0,54.0,0.0,35.0,63.0,21.0,0.0,21.0,36.0,118.0,0.0,0.0,40.8080459769,5.3658045978,0.0603448276,219.3263057411,7.4554956035,6.0997126437,10.264724568,7.6374999998,4.949735294,10.6943791352,0.9759869369,49.6908665825,0.2708617242,16.2268137586,93.5156077412,0.9745542529,3.6013681666,0.1867816091954023,2
강동구청역,2022,1,2022-1,28.0,0.0,0.0,22.0,6.0,28.0,3.4014285598,28.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0785714215,6.8214285716,0.5714285714,147.2453499837,3.3266071428,2.1196428574,4.3499999667,7.0257142794,3.6242857124,4.5167648924,0.3629562506,14.803564428,1.2144250016,5.3150607127,20.3725459865,3.4901821442,-2.9e-09,0.2142857142857142,1
강동구청역,2022,2,2022-2,31.0,0.0,0.0,23.0,8.0,31.0,3.8212903085,31.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.9483870977,7.5419354859,0.5806451613,161.5870903375,3.4659677422,2.1454838724,5.1387096604,9.2635483837,5.4422580626,5.0916696431,0.5907317109,21.8826873859,1.2077645158,9.096625485,30.0273467733,3.2642612883,-4.3e-09,0.2580645161290322,1
강동구청역,2022,3,2022-3,33.0,0.0,0.0,25.0,8.0,33.0,3.7621211974,33.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.8000000048,7.145454546,0.5454545455,153.0187818112,3.4559090919,2.1103030315,5.2818181637,9.2657575765,5.5036363648,6.1740425773,1.0094046374,20.1210203701,0.9942939404,8.0447115169,29.8247054608,3.0692727302,0.0445454572,0.2424242424242424,1
강동구청역,2022,4,2022-4,32.0,0.0,0.0,25.0,7.0,32.0,4.383749991,32.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5250000055,6.7156250017,0.53125,144.2674937639,3.3920312512,2.0390624999,4.9781249709,9.8453125017,5.4615625016,4.429859659,0.5804350641,20.2955096903,1.1134375018,8.9613303143,32.0898131039,3.0309562529,0.1237499928,0.21875,1
강동구청역,2023,1,2023-1,30.0,0.0,0.0,24.0,6.0,30.0,4.4792592484,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.9200000037,5.7700000005,0.5,125.014660053,3.2514999999,2.117333335,4.3100000184,9.011481484,4.5322222244,3.2432565369,0.3773304007,14.3797503059,1.1277666683,6.0821600035,25.2244520167,3.0445266698,1.5e-09,0.2,1
강동역 4번(강풀만화거리),2022,1,2022-1,15.0,0.0,0.0,12.0,3.0,15.0,2.0345454414,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,40.5400000093,4.820000004,0.0,55.4001200179,0.8000000009,3.6e-09,1.5000000766,3.1081818184,1.0736363637,1.0447853409,0.1510060026,9.443575554,-2.2e-09,1.7022666693,5.2947333445,3.7e-09,1.402519334,0.2,1
강동역 4번(강풀만화거리),2022,2,2022-2,15.0,1.0,0.0,11.0,5.0,16.0,1.7974999873,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,40.831250003,5.2124999993,0.0,52.5626125766,0.7500000045,0.0575000023,1.4062500636,2.6358333504,0.8383333446,1.668858196,0.1669656894,5.1631044528,2.8e-09,1.0576750055,4.4338812683,3.6e-09,1.3904943233,0.3125,1
강동역 4번(강풀만화거리),2022,3,2022-3,18.0,3.0,0.0,15.0,6.0,21.0,1.1378947254,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,39.9285714409,5.2428571453,0.0,43.7691334029,0.6714285712,0.1314285734,1.2142857071,1.7889473778,0.6510526366,1.8443334778,0.3449889063,4.2686376248,8e-10,0.8783000033,4.1215385906,-7e-10,1.9413192907,0.2857142857142857,1
강동역 4번(강풀만화거리),2022,4,2022-4,16.0,3.0,0.0,10.0,9.0,19.0,1.1922222076,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,40.8052631609,5.6368421071,0.0,45.96641051,0.6315789482,0.1452631587,1.2368421171,1.9888888958,0.7966666707,1.8492317928,0.2732811073,8.5446172745,7e-10,1.1341262658,5.0134301099,0.0,1.7469789513,0.4736842105263157,1
강동역 4번(강풀만화거리),2023,1,2023-1,15.0,3.0,0.0,12.0,6.0,18.0,1.2539999642,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,41.3166666654,5.866666668,0.0,47.331766625,0.6166666665,0.1666666661,1.2500000283,1.9799999939,0.725999998,1.0794323329,0.1251500564,5.9275065408,2e-10,1.0226943313,4.1137386998,-5.1e-09,1.1688815633,0.3333333333333333,1
강변역(테크노마트),2022,1,2022-1,18.0,0.0,0.0,14.0,4.0,18.0,0.0143749807,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,44.1333333395,12.2666666706,0.0,52.9450000417,0.7613333354,0.79166667,1.0779999548,0.0575000046,0.0431250022,7.4070024474,0.3337340009,33.5207808482,3.2e-09,0.344705558,2.9721694657,3.4e-09,28.8806423412,0.2222222222222222,1
강변역(테크노마트),2022,2,2022-2,14.0,0.0,0.0,10.0,4.0,14.0,0.0092307521,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,43.7714285718,10.0571428611,0.0,59.1321428626,0.9431428532,1.0178571428,1.2288571411,0.052307691,0.0430769242,18.804009362,0.3635279284,35.3945977682,2.3e-09,0.966357145,4.6170928653,4.2e-09,52.8268025026,0.2857142857142857,1
강변역(테크노마트),2022,3,2022-3,17.0,0.0,0.0,14.0,3.0,17.0,0.0064285547,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,45.2411764717,10.1411764742,0.0,50.8052940687,0.7884705923,0.8382352922,1.0531764086,0.0642857125,0.0578571398,10.979551294,0.1055828253,38.2077109082,-1e-09,0.489352938,2.4196776201,-4.2e-09,40.0592622412,0.1764705882352941,1
강변역(테크노마트),2022,4,2022-4,20.0,0.0,0.0,15.0,5.0,20.0,0.012499987,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,42.6899999939,8.4800000015,0.0,50.99449997,0.7652000023,0.529000002,0.7952000929,0.0818749971,0.0693749987,7.2366906021,0.0823793516,20.1761268602,1.2e-09,0.6492499965,1.8482749881,3.2e-09,31.6458673071,0.25,1
강변역(테크노마트),2023,1,2023-1,18.0,0.0,0.0,14.0,4.0,18.0,0.0016666454,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,42.1666666533,8.2666666672,0.0,63.4249998884,0.6613344389,0.1250000015,0.7280000518,0.0541666687,0.0525000019,4.2324199436,0.6229935569,12.9795667137,8e-10,0.3399666627,2.0067166439,1.1e-09,15.0992983832,0.2222222222222222,1
강서구청,2022,1,2022-1,21.0,0.0,0.0,17.0,4.0,21.0,1.2085714117,21.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.3428571596,5.5428571469,0.4285714286,96.2842857672,2.7642857172,0.9961904775,4.7142857286,3.1447619091,1.9361904786,3.4267585246,0.4044940497,13.6722980408,2.3661476214,4.4639238117,14.9315714375,6.4592666681,0.0209523726,0.1904761904761904,1
강서구청,2022,2,2022-2,19.0,0.0,0.0,16.0,3.0,19.0,1.572631566,19.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.2315789527,5.7894736856,0.4736842105,95.0931578571,2.8026315808,1.0084210533,4.7894737471,5.5305263149,3.9578947353,3.2527712091,0.3971059482,19.9911214107,2.0525421056,9.7723732044,30.415146873,5.2933578965,0.0231578902,0.1578947368421052,1
강서구청,2022,3,2022-3,20.0,0.0,0.0,17.0,3.0,20.0,1.3044999841,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8749999903,5.5399999993,0.45,88.4584999518,2.6624999966,1.0329999984,4.5499999762,4.7374999968,3.432999999,2.8654845016,1.1334551022,17.924198536,1.7447449996,8.7496899939,27.2811649738,4.9202600004,1.4773749909,0.15,1
강서구청,2022,4,2022-4,23.0,0.0,0.0,20.0,3.0,23.0,1.5960869451,23.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.5173913034,5.0173913054,0.3913043478,84.8769565521,2.5326086954,0.9669565258,4.2173912846,5.2117391301,3.6156521756,3.6654715613,2.293453044,19.6330755047,2.4866130429,9.2963521738,28.2889326084,7.4543217348,1.2792391299,0.1304347826086956,1
강서구청,2023,1,2023-1,24.0,0.0,0.0,24.0,0.0,24.0,1.6024999895,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.9625000102,4.8625000003,0.375,84.4237499996,2.5062500019,1.2879166688,4.1249999941,4.9391666696,3.336666668,2.5852896701,0.8756575841,19.3502730021,2.839745832,8.1735166673,26.749391675,8.7758166631,2.3451041657,0.0,1
건대입구역(건대),2022,1,2022-1,108.0,3.0,0.0,93.0,18.0,111.0,2.8215887826,69.0,21.0,21.0,0.0,24.0,0.0,21.0,21.0,0.0,0.0,24.0,21.0,0.0,0.0,0.0,40.2999999992,6.2324324327,0.1351351351,84.1241972815,2.6459459456,1.1069369372,5.7972973003,9.028878505,6.2072897199,2.7927534692,0.8945591896,8.78072464,0.5545270274,5.7088856854,16.1944226961,1.4252531537,0.6213500531,0.1621621621621621,0
건대입구역(건대),2022,2,2022-2,107.0,3.0,0.0,89.0,21.0,110.0,4.0000943351,70.0,19.0,21.0,0.0,23.0,0.0,22.0,19.0,0.0,0.0,25.0,21.0,0.0,0.0,0.0,40.4345454555,6.1109090915,0.1272727273,82.7488718232,2.6781818182,1.1030909094,5.8772727238,13.0908490571,9.0907547174,3.4665101182,1.1458918276,12.0760899657,0.5680027279,8.4251672641,23.2249003733,1.4855654554,1.0318138728,0.1909090909090909,0
건대입구역(건대),2022,3,2022-3,109.0,3.0,0.0,90.0,22.0,112.0,3.5419090887,75.0,17.0,20.0,0.0,22.0,0.0,26.0,17.0,0.0,0.0,27.0,20.0,0.0,0.0,0.0,40.1625000015,5.3767857144,0.1339285714,91.0654098256,2.7275000001,1.1800892857,6.0669642901,11.9179090919,8.3760000008,3.9244865617,0.7575340714,10.7786594453,0.4687723215,7.9628729383,22.1183040111,1.2984625005,0.9533866052,0.1964285714285714,0
건대입구역(건대),2022,4,2022-4,114.0,3.0,0.0,96.0,21.0,117.0,3.678434781,81.0,15.0,21.0,0.0,27.0,0.0,27.0,15.0,0.0,0.0,27.0,21.0,0.0,0.0,0.0,40.8076923098,5.4897435898,0.1282051282,98.2638111035,2.7772649575,1.2158974362,6.034188024,11.6099130441,7.9314782612,3.5492440269,0.5486503594,11.4219176956,0.3611888894,8.876796069,23.094516361,0.9200683772,1.2183123937,0.1794871794871795,0
건대입구역(건대),2023,1,2023-1,117.0,3.0,0.0,98.0,22.0,120.0,2.9313333312,85.0,15.0,20.0,0.0,33.0,0.0,27.0,15.0,0.0,0.0,25.0,20.0,0.0,0.0,0.0,40.7408333337,5.464166667,0.1083333333,98.5758991567,2.8229999997,1.2629166664,6.0666666743,10.3640000001,7.4326666666,2.8206220491,0.7419639667,10.6291286549,0.3271616669,8.5989899983,23.9699713682,0.9179324996,0.2362149983,0.1833333333333333,0
경의선책거리,2022,1,2022-1,21.0,0.0,0.0,18.0,3.0,21.0,0.4705555339,0.0,21.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.3000000149,4.4714285737,0.0,45.9671428701,1.3500000034,0.3809523825,1.1428571293,1.0016666689,0.5311111121,5.0091411448,0.1421677628,1.1747782625,3.4e-09,1.6155071461,5.2894047679,7.5e-09,0.2262857257,0.1428571428571428,0
경의선책거리,2022,2,2022-2,19.0,0.0,0.0,12.0,7.0,19.0,0.5252631386,0.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8578947391,4.6894736859,0.0,47.5468421179,1.4184210536,0.434210526,1.1578947886,1.9226315789,1.3973684184,3.6428717853,0.3958223167,1.252619428,2.7e-09,2.4064444683,7.1396286427,3.7e-09,0.1577894773,0.3684210526315789,0
