trdar_nm,year,quarter,class_1_name,average(age),average(duration),average(is_franchise),average(business_square_size),average(is_risky),average(monthly_rental_fee),average(regular_employees_count),average(rental_deposit),average(sum_customer_cnt),average(sum_new_customer_cnt),average(sum_purchase_card),average(sum_purchase_cash),average(sum_purchase_invoice),average(sum_sales_card),average(sum_sales_delivery),average(sum_sales_invoice),average(sum_weekend_sales_card),average(sum_weekend_sales_delivery),cluster
안암역 3번,2022,2,외식업,41.8368421047,5.5631578952,0.0,108.1399999915,0.2631578947,1.8142105285,2.6e-09,2.0526315793,2.8536842121,2.266842107,2.3630006316,1.3960037906,6.5986802128,17.4901657975,0.0483368424,0.1025605235,4.4462947402,0.0131157901,0
안암역 3번,2022,3,외식업,41.9499999968,5.3833333341,0.0,109.2016666531,0.3888888889,1.8233333344,0.0,1.9999999987,2.0674999998,1.6018750003,2.899844168,1.485451168,4.8247757699,10.8771499998,0.0192888912,1.7204444411,3.1143166667,0.0046111128,0
안암역 3번,2022,4,외식업,41.6999999996,5.8200000002,0.0,108.4104999831,0.15,1.7635000004,1.4e-09,2.1500000004,2.1761111106,1.6522222229,3.7221690998,0.6699711503,4.7558533001,10.8122650001,0.004249999,0.4080175071,3.6824249992,0.0017500005,0
압구정로데오역(압구정로데오),2022,1,서비스업,40.5083333312,6.100000001,0.0,145.3823166464,0.1666666667,4.0283333334,2.1038888896,8.9608333338,3.8422222238,2.9911111116,5.7944792765,0.3974495002,7.5280081603,18.3996844359,8e-10,1.6147534715,7.5008680549,1.1e-09,3
압구정로데오역(압구정로데오),2022,1,외식업,41.537272725,4.7027272728,0.0545454545,110.8090909031,0.0818181818,3.4342727271,1.999636364,5.1409090907,3.0402727273,2.2401818182,3.5806746006,0.3636959186,14.7134930812,25.9529201717,0.9389136369,0.937552727,8.4977172729,0.2903945456,3
압구정로데오역(압구정로데오),2022,2,서비스업,39.955263163,5.8684210545,0.0,156.3737737056,0.1842105263,4.0110526335,2.2855263164,9.1734210539,5.1202702709,4.0005405409,5.4633910023,0.5569389479,8.3588864781,25.0287136867,7e-10,2.0023944795,9.2426397376,5e-10,3
압구정로데오역(압구정로데오),2022,2,외식업,41.6722222222,4.6657407408,0.0555555556,106.4093518427,0.0740740741,3.3816111111,2.0656481483,5.1435185181,4.1758095247,3.1319047624,4.2536950011,0.3670761207,16.9227546206,39.8738932405,0.9030481481,1.2345082596,13.7196859259,0.2795814814,3
압구정로데오역(압구정로데오),2022,3,서비스업,40.1833333397,6.0000000012,0.0,161.0064833526,0.1944444444,4.020000002,2.5652777782,9.6691666685,4.8008333348,3.6352777793,4.4551314483,0.637744668,8.4105835285,22.8297166705,-5e-10,1.5547666681,7.3955652784,1e-10,3
압구정로데오역(압구정로데오),2022,3,외식업,42.533027523,4.8568807342,0.0550458716,110.1119266082,0.119266055,3.2469174316,2.0033027528,5.0871559634,3.7775728161,2.7444660199,4.3072358821,0.9078733305,17.9898657911,37.8770115627,1.0111743119,1.7368156343,13.2942466981,0.2841284408,3
압구정로데오역(압구정로데오),2022,4,서비스업,39.8153846143,5.6692307697,0.0,154.6905999885,0.2051282051,3.9723076923,2.405641027,9.2330769236,4.3651282043,3.3374358974,4.4149174378,0.6959158722,10.6849227951,21.0822746171,-2e-10,2.80436046,7.6029846141,5e-10,3
압구정로데오역(압구정로데오),2022,4,외식업,42.181896553,4.7232758627,0.0517241379,117.8370689666,0.0948275862,3.1910689657,1.9174999999,4.9224137932,3.717047619,2.6584761912,4.1870551811,0.4375501209,22.7964945267,40.8652163292,0.8819655173,1.3082967598,16.2168638279,0.2430818968,3
압구정역,2022,1,서비스업,46.5692307716,5.892307693,0.0,332.6453845922,0.1282051282,9.9784615383,10.8105128205,13.4230769227,2.9435897444,1.8238461543,62.9143077165,0.7515167955,87.418997639,233.0362017841,1.3e-09,1.853256363,38.5863015389,1.9e-09,2
압구정역,2022,2,서비스업,45.4921052576,5.6973684204,0.0,269.8394736531,0.1842105263,7.872631578,8.8484210528,11.1447368411,2.2848648646,1.4391891898,30.054129527,0.8937462894,65.164609782,129.7568987599,3e-10,0.5911052619,23.5617723678,-3e-10,2
압구정역,2022,3,서비스업,45.5384615288,5.5769230764,0.0,267.4846153462,0.1282051282,7.8630769224,8.8202564103,11.1153846135,2.0851282043,1.2658974348,26.2647141013,0.5691824619,62.365112687,125.0373994722,-4e-10,0.960020514,22.1262740994,-6e-10,2
압구정역,2022,4,서비스업,45.5384615409,5.5769230784,0.0,309.5353846151,0.3076923077,8.4271794884,8.8917948727,11.730769232,1.9123076943,1.1546153863,27.1687014631,0.8733761806,64.4851050266,112.5774915424,-2e-10,5.5294045396,20.7165158991,1e-09,2
양재역,2022,1,서비스업,41.2068965538,5.772413793,0.0,72.222069006,0.1379310345,2.3396551737,0.5806896558,2.7862068981,0.7292857145,0.3085714288,2.3469760009,0.3105927596,4.3248043559,6.1504639742,5e-10,3.7666303459,1.760931036,1.6e-09,1
양재역,2022,1,외식업,43.6551724213,6.2379310359,0.0,87.1565517555,0.0689655172,2.8174482768,0.978965518,3.0172413817,7.8755172436,4.0217241403,3.2032893814,0.3214521728,16.6183783147,31.3151034559,2.5079965519,0.0005172427,3.2716517254,0.7019448279,1
양재역,2022,2,서비스업,41.2200000002,5.7200000004,0.0,67.2336666423,0.3333333333,2.2850000005,0.5919999996,2.7666666666,0.8233333326,0.3636666663,2.500047032,0.4520241017,5.1042548958,7.660748661,-1e-10,3.8196960028,2.2217146654,8e-10,1
양재역,2022,2,외식업,43.6600000024,6.1500000005,0.0,89.4159999945,0.1,2.8302000002,0.9990000002,3.1499999994,8.1575862056,4.4727586204,2.8139036616,0.5953617681,18.6086147966,39.5755183371,2.0898400018,0.0011999943,3.7858616681,0.4750833346,1
양재역,2022,3,서비스업,41.2200000061,5.7200000015,0.0,66.8930000149,0.3666666667,2.2450000011,0.592000001,2.7000000018,0.8562068992,0.3879310358,2.4910957669,0.3776128674,4.2988404389,7.2459721687,6e-10,3.4029156708,1.7576483352,1.4e-09,1
양재역,2022,3,외식업,43.7548387054,6.0548387098,0.0,94.5993548017,0.2258064516,3.5840645163,1.4209677422,4.1129032253,8.2539285697,4.6678571432,4.9054296758,0.3241168068,19.8577975461,41.1504854062,1.803141937,0.002225815,4.0397279012,0.3907064529,1
양재역,2022,4,서비스업,41.2199999984,5.7200000013,0.0,66.893000002,0.3666666667,2.2450000005,0.5919999993,2.7000000007,0.8627586228,0.3800000013,2.4467703673,0.3914562011,5.094984068,7.7397299976,1.8e-09,7.3054154672,2.0845849992,1e-09,1
양재역,2022,4,외식업,43.7241379189,6.2241379299,0.0,95.310689618,0.1034482759,3.9795172414,1.6799999999,4.4310344818,11.4320833296,6.7820833324,4.8365220991,0.54011669,27.8033296141,59.5062369498,1.3605206901,0.02647931,7.7354860318,0.292496552,1
양천향교역 7번,2022,1,외식업,43.0000000112,3.7400000001,0.2,73.6471200517,0.0666666667,3.2500000024,1.1613333358,4.8000000022,7.1126666693,2.6553333363,4.645420406,0.1793086677,9.3702612639,11.4177900026,5.8043333334,0.0803999963,1.8286199988,1.2885133336,3
양천향교역 7번,2022,2,외식업,42.2461538406,3.9769230797,0.2307692308,78.3745845905,0.4615384615,3.2884615403,0.9238461548,4.769230769,4.9638461508,1.9900000029,3.8600558458,0.0775334642,11.2901019253,10.4598730764,2.6123461545,0.1331538452,1.4375461579,0.7490923082,3
양천향교역 7번,2022,3,외식업,43.7000000085,3.581250003,0.1875,76.0354249864,0.3125,3.296875001,1.1387499998,5.1250000016,8.0087500046,3.232500003,4.234278308,0.1741760008,13.310779497,14.5034900091,6.1963124997,0.1529250009,2.2529618797,1.5594375,3
양천향교역 7번,2022,4,외식업,43.9473684249,3.1789473719,0.1578947368,77.7735158014,0.2631578947,3.2763157901,1.1105263178,5.5263157889,8.4952941188,3.3382352959,3.8511959489,0.1538141589,11.995209317,17.0567352719,4.3468578981,0.1410842076,2.845874212,1.1389526342,3
어린이대공원역,2022,1,외식업,37.4733333283,4.1666666673,0.2666666667,41.0433332888,0.2666666667,1.9278666686,0.316000002,1.8633333369,2.2280000002,1.5446666686,3.8479024694,1.0561758023,12.5187218863,5.5785705495,3.3502799983,6.5e-09,1.7234533385,1.2083733323,0
어린이대공원역,2022,2,외식업,36.8400000068,3.7300000036,0.3,57.3710000281,0.15,2.0709000021,0.347000001,2.0575000001,2.4425000012,1.8135000023,2.9952298468,0.842466252,12.7225332418,10.4407279935,1.7585500006,0.0041999442,4.0595379979,0.6912000005,0
어린이대공원역,2022,3,외식업,36.4000000117,3.614285717,0.2857142857,62.8523809941,0.2380952381,2.153238099,0.3890476223,2.0357142875,2.7933333341,2.042857144,5.2283062472,0.8458514287,13.4210591078,12.6408523989,0.9378809531,0.0334761953,4.770403813,0.303404761,0
어린이대공원역,2022,4,외식업,36.9647058885,3.9117647087,0.3529411765,75.0576470585,0.0588235294,2.3003529407,0.2870588239,2.2852941199,4.5411764685,3.2782352945,2.3730551164,0.5283285883,7.6422300656,19.820973012,0.9636823551,0.0170000023,7.1488694146,0.3711764731,0
언주역(차병원),2022,1,외식업,42.8166666781,6.0333333368,0.1666666667,103.8366666645,0.1666666667,3.1666666687,1.6116666669,4.0000000026,3.9477777787,2.433333333,13.4557877767,0.7021723907,25.5862457203,18.9114342811,10.7083333333,0.208655559,2.7385833323,1.0490944448,3
언주역(차병원),2022,2,외식업,42.8166666721,6.0333333352,0.1666666667,103.8366666534,0.2777777778,3.1666666686,1.63777778,4.0000000014,3.8823529432,2.5158823543,14.3510356169,0.7095215026,25.1171096149,21.5143277781,6.7987222256,0.1183222321,3.1824277802,0.7472166698,3
언주역(차병원),2022,3,외식업,42.705555558,6.3888888896,0.1666666667,102.1522222656,0.1666666667,2.833777781,1.7605555581,3.6666666708,3.7394117712,2.4000000026,16.6550350071,0.7433468343,26.6030325697,20.8523671902,7.4611000044,0.1021944519,3.216594949,0.8156722264,3
언주역(차병원),2022,4,외식업,42.650000003,6.5666666686,0.1666666667,101.3100000012,0.2777777778,2.6673333329,1.8333333346,3.4999999996,3.3177777803,2.1716666668,12.7249806625,0.5467138894,24.6372186662,23.4709666577,6.7767166697,0.1646500026,3.7307555583,0.7427500017,3
여의도역(여의도),2022,1,서비스업,42.0333333423,4.455555557,0.3333333333,189.8444000321,0.0740740741,3.8355555575,2.1022222233,3.7944444451,0.7929629651,0.3388888893,6.169167741,0.310637963,7.8804962994,27.9129367827,1.4e-09,2.6e-09,4.2900305935,5e-10,3
여의도역(여의도),2022,1,외식업,45.8020618566,6.2185567014,0.0618556701,107.6756701038,0.0824742268,3.1998264951,1.727628866,5.3000258763,6.0375257739,3.2846391756,3.5186166492,0.9652343817,14.4645311526,25.5190853074,3.6280422682,0.4048958774,2.0020737626,1.0402082477,3
여의도역(여의도),2022,1,유통업,41.3624999968,7.0875000015,0.125,50.3577374875,0.3333333333,1.9362062509,0.4275000012,2.0344637515,2.7020833335,1.8954166672,3.7401277092,0.4373358335,30.8389572011,23.8803832836,-1e-10,1.8670833318,5.1113041246,0.0,3
여의도역(여의도),2022,2,서비스업,41.6342857181,5.0114285723,0.2571428571,190.0148228709,0.1142857143,3.7174285729,1.7074285727,3.7685714301,1.3748571434,0.5917142866,5.3852464602,0.5470137157,9.1027623468,28.8956569792,7e-10,1.4e-09,4.2644215747,8e-10,3
여의도역(여의도),2022,2,외식업,45.5160000023,6.4460000007,0.1,110.5533000003,0.08,3.3717817003,1.9225252527,5.4272670996,8.8636363644,5.1681818187,4.2568998895,1.6965618201,18.3716071184,38.4017817615,3.2130980007,0.1549404988,3.7608042907,1.0881650007,3
여의도역(여의도),2022,2,유통업,41.3624999988,7.0875000025,0.125,50.3577375336,0.375,1.9362062522,0.4275000018,2.0344637543,3.7873913056,2.6521739142,4.15740504,0.4108563748,33.4401890077,32.5618397934,-4e-10,4.4823708361,5.5316541685,-1e-10,3
여의도역(여의도),2022,3,서비스업,41.5928571462,5.0285714296,0.2142857143,196.6421143031,0.1666666667,3.7050000004,1.4585714298,3.8285714296,1.0714634151,0.4770731715,6.279809594,0.5086885722,7.5606259519,32.7140824534,9e-10,-6e-10,3.5387011911,7e-10,3
여의도역(여의도),2022,3,외식업,46.581250002,7.1946428575,0.1071428571,108.1316071557,0.1071428571,3.3265729472,1.8580180186,5.2339509829,8.1655963303,4.6554128441,4.1714491253,0.6989759555,18.3697941176,36.0389207708,1.8307571427,0.1198966074,2.899455804,0.5377803573,3
여의도역(여의도),2022,3,유통업,41.3624999976,7.0874999994,0.125,45.7539875055,0.375,1.7112062509,0.4275000002,1.8094637518,4.3585714277,3.0047619047,4.5840202539,0.3833783348,37.6719690726,31.394899578,5e-10,3.2823041626,4.8242333335,1.1e-09,3
여의도역(여의도),2022,4,서비스업,41.6048780526,5.087804879,0.2195121951,198.3611902429,0.1707317073,3.758780489,1.4819512199,3.9219512196,1.1440000007,0.4772500018,7.2595355374,0.5396786589,8.125469097,26.9839250028,2e-10,-3.5e-09,3.5610717088,3e-10,3
여의도역(여의도),2022,4,외식업,46.1303278695,7.2049180329,0.0983606557,105.9651639354,0.0737704918,3.3079740658,1.8028688525,4.9532992628,9.1396638659,5.1760504206,4.4083357959,0.6509203773,19.7712665173,40.9749240264,1.6426942627,0.4035629511,3.8711778696,0.4884934426,3
여의도역(여의도),2022,4,유통업,41.3624999985,7.0874999998,0.125,45.7539874849,0.25,1.7112062492,0.4274999995,1.8094637507,4.4642857169,3.1247619066,3.9634050456,0.3496958335,29.1758726249,34.8049645781,2.9e-09,4.2368124995,6.3391139583,1.4e-09,3
역삼역,2022,1,서비스업,36.0468749926,4.3718749998,0.0,110.3999999797,0.125,2.7125250008,1.2712500012,3.642525,0.9396551715,0.5179310337,2.5227958132,0.662156844,5.5164554635,15.8454407181,8e-10,0.9595535896,3.9027324994,7e-10,2
역삼역,2022,1,외식업,41.8822580644,4.7096774191,0.1693548387,135.1261806462,0.1048387097,3.7639029034,1.3148387098,5.3373422905,9.1949999997,4.4299999996,3.3850246446,0.2747204598,16.1507876598,26.7959857076,3.110504839,0.5330701766,2.7802500799,0.7949629037,2
역삼역,2022,2,서비스업,36.1363636354,4.3363636363,0.0,107.4545454471,0.1212121212,2.6303272731,1.2424242435,3.5321454545,0.9816129011,0.5409677421,3.8832748797,1.3523092739,5.5668323036,16.78386806,5e-10,1.742272064,5.4546030311,3e-10,2
역삼역,2022,2,외식업,42.0131147544,4.7557377051,0.1721311475,137.4374295045,0.0819672131,3.7682291805,1.3347540983,5.3428724916,11.4195867765,6.0004958678,4.0212789256,0.3260854511,20.6580876645,38.6622424426,2.7179959021,0.5366405736,3.652698197,0.7550459021,2
역삼역,2022,3,서비스업,36.1363636407,4.3363636379,0.0,111.7909091058,0.2424242424,2.7333575764,1.2778787891,3.592751517,0.7670967742,0.3945161287,3.4993793651,0.9119334854,5.2207398439,12.2013239311,-2e-10,1.4942011191,3.473001816,6e-10,2
역삼역,2022,3,외식업,42.1218487399,4.8050420172,0.1764705882,137.9088773137,0.1344537815,3.7665878995,1.3662184877,5.3683230593,11.4043103451,5.9258620693,4.1510140587,0.3673117816,21.4861719913,37.8943043183,2.8846621851,0.6334867735,3.3805857144,0.8090882353,2
역삼역,2022,4,서비스업,35.9193548496,4.293548389,0.0,118.6419355408,0.3870967742,2.9064774222,1.3683870986,3.7600258096,0.7793333361,0.4146666684,2.8329298787,0.6781243881,8.9587901733,9.6849404016,2.6e-09,1.1118443258,3.1849876483,8e-10,2
역삼역,2022,4,외식업,41.9746031774,4.6158730161,0.1666666667,133.8149016008,0.1031746032,3.9020552386,1.4027777783,5.4430987625,12.5554166671,6.5123333337,3.5678833978,0.5003426509,25.9855019622,41.907976694,3.4325269843,0.4748105955,4.3515667392,0.9255634924,2
연남동(홍대),2022,1,서비스업,36.6000000061,5.607692309,0.0,100.849230784,0.2051282051,2.3884615402,1.3407692323,2.8846153869,1.6425714305,0.7337142868,2.8989200269,0.687393308,4.4562974438,13.2886120579,5e-10,0.0967435914,5.4314846171,1e-09,0
연남동(홍대),2022,1,외식업,36.933460075,4.2562737642,0.0114068441,64.3671863096,0.1368821293,2.3544106462,0.8661596957,2.9119961976,5.7128846153,4.7258461539,3.1121025738,0.5402226578,10.0960591174,19.7397647217,1.3937494296,0.1152720985,7.9830661213,0.3805277567,0
연남동(홍대),2022,1,유통업,40.3042553209,6.3021276603,0.0,76.3907723439,0.2127659574,1.9949344684,0.5012765969,2.4115675322,1.7525531928,1.3997872353,2.4637036416,0.3967285321,11.853168918,6.1437950031,5e-10,6.189858893,1.8638412781,2e-10,0
연남동(홍대),2022,2,서비스업,36.5950000006,5.6450000003,0.0,112.4355000082,0.35,2.4267500016,1.2537500008,2.8500000003,1.4550000005,0.7033333343,2.2578193524,0.8184691008,6.0244533805,11.3256537541,2e-09,0.7216213996,4.0503712503,3e-10,0
연남동(홍대),2022,2,외식업,36.5218045119,4.2439849627,0.0112781955,64.2104887249,0.1804511278,2.3475939851,0.9530075189,2.8641165414,7.2809885931,6.0556653993,4.0299703951,0.7189840903,13.0033878421,27.1406968955,1.2874218045,0.2133399546,10.7544684401,0.4012037594,0
연남동(홍대),2022,2,유통업,39.3020833353,6.1854166671,0.0,75.8522145928,0.375,1.9757691669,0.6066666674,2.3175765424,2.6186363641,2.1300000001,2.9157056869,0.4109164168,15.999250913,8.3950110813,-3e-10,4.7448788974,2.881371666,3e-10,0
연남동(홍대),2022,3,서비스업,36.5857142845,5.7142857144,0.0,123.8528571399,0.2142857143,2.3907142853,1.503333334,2.7142857152,1.3426470589,0.6355882356,3.0296069999,1.1318114286,5.0786385703,7.6524426202,2e-09,0.416705429,2.2287988101,4e-10,0
연남동(홍대),2022,3,외식업,36.6154362409,4.123489933,0.0100671141,62.4530536908,0.1644295302,2.262114094,0.9910774412,2.8736744967,7.3275510204,6.0281972789,4.3198802013,0.7949411981,13.2515656609,27.0490105501,1.4720127518,0.3613898523,10.1933553286,0.4896137585,0
연남동(홍대),2022,3,유통업,38.9063829753,6.2297872343,0.0,81.5868361736,0.4680851064,1.8341489363,0.6359574477,2.2021276601,2.8623684216,2.2394736839,3.9866057252,0.510527788,8.8700916179,8.9326674437,-2e-10,4.3287723866,2.6635578714,4e-10,0
연남동(홍대),2022,4,서비스업,36.5857142838,5.7142857142,0.0,123.8528571195,0.2380952381,2.3907142859,1.452142857,2.7142857144,1.4159459457,0.7608108114,2.9405591177,0.3930901206,4.8829005898,11.0981802369,5e-10,1.2043810688,3.862930953,4e-10,0
연남동(홍대),2022,4,외식업,36.3761904766,4.0066666668,0.0095238095,64.334505398,0.1682539683,2.2749523811,0.9537460318,2.9725555557,7.211433225,5.772117264,4.1726872854,0.9177258668,14.1477546066,26.6574932796,1.4195025335,0.4514761176,10.9925184128,0.5086850794,0
연남동(홍대),2022,4,유통업,38.6617021288,6.2234042559,0.0,65.5191829921,0.3191489362,1.5020212775,0.6395744689,1.7340425542,2.8671794862,2.2020512826,3.3642854263,0.3751318092,7.5797401282,7.6947928106,3e-10,3.8712059126,2.9626891505,2e-10,0
연신내상점가(연빛거리),2022,1,외식업,39.5360465135,4.9186046517,0.2441860465,86.7224407042,0.1395348837,2.4326744192,0.7231395351,4.7267441866,3.6056470587,2.8029411766,2.7165653028,0.730508233,8.8020947351,15.5869195268,3.0221162798,2e-10,5.9489953495,1.0849220937,0
연신내상점가(연빛거리),2022,2,외식업,39.6235294113,4.8176470592,0.2470588235,85.8682341077,0.0941176471,2.4142352943,0.7430588234,4.664705882,5.721190476,4.4461904761,3.1246635296,0.8440351294,12.3050986565,24.7149113974,2.6685670592,5e-10,9.2485766935,1.0158788237,0
연신내상점가(연빛거리),2022,3,외식업,40.0499999977,4.7523255808,0.2441860465,85.0667430191,0.0697674419,2.404767442,0.7672093028,4.6220930237,5.7859523816,4.3950000005,3.5703867455,0.9249944187,13.9157958382,24.3757613398,2.7067534887,8e-10,9.094985466,0.9610825581,0
연신내상점가(연빛거리),2022,4,외식업,40.3916666639,4.8702380951,0.25,87.2314273737,0.0833333333,2.4660714286,0.8316666668,4.8035714286,5.7109523809,4.2898809523,3.4732971673,1.1668477506,12.5655859647,25.9032051439,2.3089345354,0.0059523826,10.5612708335,0.8728547618,0
연신내역,2022,1,서비스업,42.6857142772,6.6428571437,0.0,252.6390570924,0.1904761905,5.2899999991,8.6461904755,9.3857142844,13.6528571411,3.7204761897,23.221828088,0.524945714,25.2104837073,54.3391316423,-1.4e-09,7e-10,9.4450476134,4e-10,1
연신내역,2022,2,서비스업,42.3800000002,6.2250000007,0.0,284.5650100098,0.1,6.0045000008,8.9370000018,10.1550000028,16.9230000014,4.7415000007,27.3449988546,0.5644299527,20.6682151017,71.7038432101,5e-10,-5.2e-09,12.6845909994,-1.1e-09,1
연신내역,2022,3,서비스업,42.6857142938,6.6428571447,0.0,277.7819142873,0.2857142857,5.8614285733,8.6542857147,10.1000000011,17.7285714321,4.8600000029,27.4040890486,0.6394588119,28.2394393339,71.8168704811,1.4e-09,0.1046661895,12.0129414336,1.1e-09,1
연신내역,2022,4,서비스업,43.2833333266,7.3333333335,0.0,283.8583333093,0.2777777778,6.2550000002,9.3600000006,10.6166666657,18.7733333349,4.6666666674,31.8070708882,0.7149316117,42.0258764935,78.9128947699,-2.3e-09,0.0013050021,16.0603955516,-1.3e-09,1
연트럴파크(연남동주민센터),2022,1,외식업,33.0250000011,5.9250000011,0.0,110.8324999929,0.125,2.3812500015,2.1037500017,2.6875000008,10.5766666692,8.3516666681,4.1152097573,1.2837827927,9.2914107578,15.8326200157,1.9086875004,4.8182169983,6.9225391717,0.8318833333,0
연트럴파크(연남동주민센터),2022,2,외식업,33.0250000003,5.9250000001,0.0,110.8324999816,0.25,2.3812500017,2.1037500003,2.6874999992,13.1624999985,10.296666666,4.5666827075,1.2638617504,8.6913602034,18.7231852001,2.1675000011,2.5135942935,8.1557374973,0.8534291676,0
연트럴파크(연남동주민센터),2022,3,외식업,33.0249999924,5.9250000008,0.0,110.832499964,0.1666666667,2.3812500011,2.1662500008,2.6874999982,11.4462499991,8.8216666671,6.0100729971,0.909966209,7.0892774558,17.4850145882,2.2728750004,0.5806187521,7.0711104201,1.0110083351,0
연트럴파크(연남동주민센터),2022,4,외식업,33.1111111154,5.4777777789,0.0,109.4600000127,0.2962962963,2.2574074081,1.9255555574,2.4259259274,9.3909090927,6.9281818179,5.1577228145,0.9882452233,5.2637830404,11.9172359241,0.4232185188,0.2432591926,5.2799588888,0.1871814822,0
연희동,2022,1,외식업,37.1125000046,6.7062500019,0.0,44.2331249817,0.125,1.4962500016,1.8e-09,1.562500002,1.3874999992,1.1068750024,2.613763495,0.3211716261,3.7350309999,7.9593281249,0.4306250011,0.0025812524,2.0732062495,0.0757500019,0
연희동,2022,2,외식업,37.1000000035,6.8166666682,0.0,44.0850000543,0.2222222222,1.4400000034,2.4e-09,1.5000000045,2.5405555591,2.0616666693,3.8695849509,0.3438750556,4.7981251745,11.969163913,0.3066111154,0.0157277778,3.5447761208,0.0952222232,0
연희동,2022,3,외식업,37.6714285823,6.0000000034,0.0,44.3585714626,0.1904761905,1.4485714298,1.6e-09,1.5714285728,2.344285717,1.8585714315,4.2617616689,0.3174207639,4.3448146232,11.6215600116,0.1291904783,0.8106046189,3.3489447646,0.0282380973,0
연희동,2022,4,외식업,37.6714285749,6.0000000036,0.0,44.3585713831,0.2380952381,1.4485714281,1.1e-09,1.571428572,2.0695238093,1.6285714301,3.5783344755,1.3278720014,4.1328900908,11.0790204635,0.173761905,0.3658735717,3.3435685717,0.055380953,0
영등포구청역,2022,1,외식업,45.3000000046,3.2500000024,0.0,51.0016666736,0.0,1.6333333346,0.3627777796,2.750000004,5.1416666666,2.9927777801,2.9952425595,0.550626889,8.5797146659,19.3216167768,2.146033335,3.5e-09,2.4998438355,0.3042055574,1
영등포구청역,2022,2,외식업,44.5368421121,3.1263157925,0.0,51.4563157779,0.2631578947,1.6263157913,0.3600000017,2.7105263182,5.838421059,3.5110526348,3.0992987394,0.5904102128,9.146529105,22.9173511669,1.0124473695,3.5e-09,2.4008326856,0.2021473687,1
영등포구청역,2022,3,외식업,43.2285714186,2.9142857136,0.0,52.2357142307,0.2380952381,1.6142857144,0.3576190467,2.642857143,5.6219999981,3.3749999991,3.5017069508,0.5144620496,7.9962244251,19.8645464062,0.4000047653,1.1e-09,1.7685973779,0.0549619073,1
영등포구청역,2022,4,외식업,43.2285714191,2.914285713,0.0,52.2357142959,0.1428571429,1.6142857169,0.3933333344,2.6428571439,6.2422222237,3.5788888899,3.994555241,0.4807500964,8.1777010847,22.281079815,0.1829714304,0.0761904727,2.090886478,0.0167333351,1
영등포역(영등포),2022,1,서비스업,46.9400000075,9.1800000039,0.0,83.7818399985,0.2,2.2928400009,2.5159999995,3.4712000044,1.482666667,0.6100000004,2.3762055356,0.5485887341,5.6170316718,11.2051653239,3e-09,1.2706666702,4.0973173324,2.8e-09,2
영등포역(영등포),2022,1,외식업,41.7058823507,4.5647058824,0.2352941176,113.5096117659,0.0392156863,3.395882353,1.4315686277,5.8470588244,5.7815686277,4.6403921565,3.7463590397,0.4861209813,22.3664611197,29.840411377,9.4822607846,0.0161967661,11.431178432,3.6900784319,2
영등포역(영등포),2022,2,서비스업,47.014285708,8.7642857163,0.0,76.9448285204,0.1428571429,2.164171429,2.2971428588,3.1580000007,1.5716666692,0.7083333359,2.2977121464,0.8148816448,7.0062415754,10.5651445092,-8e-10,0.9967857074,3.6785623596,8e-10,2
영등포역(영등포),2022,2,외식업,42.5905660408,4.7792452838,0.2264150943,116.1686830346,0.0,3.5084905667,1.5332075482,6.0415094347,9.6022641517,7.8103773593,4.723801871,0.6795127174,26.7801095118,52.283068777,6.6878867929,0.1120049823,19.7832130194,2.7810566041,2
영등포역(영등포),2022,3,서비스업,43.3588235224,6.5294117635,0.0,73.6157411609,0.2941176471,2.2535294106,1.2352941179,3.3823529394,2.0426666664,1.0326666651,3.0833165287,0.6174735881,11.0092765198,9.2656147969,2.1e-09,2.007058829,2.64416764,1.1e-09,2
영등포역(영등포),2022,3,외식업,43.0333333316,4.7555555558,0.2222222222,119.9785222196,0.037037037,3.6838888892,1.5807407413,6.4666666675,9.807962963,8.0005555559,5.4110778159,0.6081426489,30.6555974446,55.5775253675,5.6642407418,0.0915675942,20.5433812964,2.3471666672,2
영등포역(영등포),2022,4,서비스업,41.2571428528,5.6571428585,0.0,69.2127428456,0.2857142857,2.2242857152,1.0000000001,3.5000000012,1.5247368409,0.8094736855,3.7157891404,0.5063229531,5.0767406682,7.983405034,7e-10,1.1864761918,2.3214383348,2.6e-09,2
영등포역(영등포),2022,4,외식업,43.989473686,4.5684210523,0.2105263158,127.1375473771,0.0701754386,3.7505263171,1.5842105269,6.3894736851,9.7607017539,8.0245614038,4.9052179669,0.8323088424,31.5660247049,60.5278734088,5.2539122816,0.0845076496,24.0731331596,2.4471228076,2
왕십리역(왕십리),2022,1,외식업,40.607692305,6.5384615392,0.2307692308,70.2974307642,0.1025641026,2.693846154,1.0638461545,5.6615384613,13.6989743584,8.1138461531,3.6836901046,0.7087667959,8.324983949,14.2239796142,2.838353848,-1.1e-09,4.5032552559,0.9442615391,0
왕십리역(왕십리),2022,2,외식업,40.2073170694,6.31707317,0.2195121951,67.7682877917,0.1219512195,2.6014634153,1.0119512197,5.4829268295,17.9331707319,10.743170732,3.3678747308,0.7010698785,9.7019155856,19.5048610202,2.1970902443,5e-10,6.1607943893,0.7114829283,0
왕십리역(왕십리),2022,3,외식업,40.1488372108,6.1395348847,0.2093023256,67.0490651167,0.1395348837,2.5837209306,0.9958139545,5.4372093018,16.3983720923,10.026976744,3.374718278,0.6241545347,10.166556675,18.8936653238,2.5490395352,2e-10,5.7530800001,0.7854069776,0
