trdar_nm,year,quarter,class_1_name,average(age),average(duration),average(is_franchise),average(business_square_size),average(is_risky),average(monthly_rental_fee),average(regular_employees_count),average(rental_deposit),average(sum_customer_cnt),average(sum_new_customer_cnt),average(sum_purchase_card),average(sum_purchase_cash),average(sum_purchase_invoice),average(sum_sales_card),average(sum_sales_delivery),average(sum_sales_invoice),average(sum_weekend_sales_card),average(sum_weekend_sales_delivery),cluster
왕십리역(왕십리),2022,4,외식업,39.6702127712,5.7531914909,0.1914893617,70.9012723425,0.1276595745,2.5834042559,0.967659575,5.3574468097,14.9897872347,9.0855319155,3.3335840429,0.6673751706,13.0350975777,20.4687874438,4.1357042564,6.2e-09,6.4946391694,1.0523340435,0
용산전자상가(용산역),2022,1,유통업,45.1677419412,9.3806451616,0.0,41.1111677772,0.2258064516,0.8361516149,0.8706451624,1.7620019395,4.5234615403,0.6407692337,4.0466258742,0.791842582,47.3901292083,6.8576575282,1.3e-09,27.5320369068,0.6282193593,1.4e-09,1
용산전자상가(용산역),2022,2,유통업,45.2499999997,9.5700000006,0.0,41.8815399951,0.4,0.8306900008,0.8330000008,1.7874020006,5.2982758633,0.8917241375,4.7301289667,0.4683703339,43.9173637581,7.5568679938,1.4e-09,28.7321756647,0.3814633306,-3e-10,1
용산전자상가(용산역),2022,3,유통업,45.0828571422,10.0342857164,0.0,39.5893200003,0.2285714286,0.8844314288,0.9377142861,1.8370302843,5.4412903217,0.9770967745,9.6195292863,1.0549890863,26.287569426,7.322899401,2e-10,28.5458289996,0.3425028573,6e-10,1
용산전자상가(용산역),2022,4,유통업,45.763636372,10.2545454554,0.0,35.9277636607,0.3636363636,0.8865181841,1.0300000013,1.8574563659,4.6976666705,0.7336666691,5.6604403035,1.0963057279,36.3651582786,7.8922966438,1.3e-09,36.5205938488,0.3255530039,2e-10,1
은행사거리,2022,1,서비스업,41.1111111227,4.944444447,0.1111111111,149.9044444665,0.1481481481,2.5000000014,0.7040740753,3.622222224,0.5925925984,0.2292592626,3.7695876323,0.1579601869,3.1641234132,20.4069790867,7e-10,-6e-10,4.6391505612,1.2e-09,3
은행사거리,2022,2,서비스업,41.1111111072,4.9444444458,0.1111111111,149.9044444153,0.1481481481,2.5000000006,0.7133333343,3.6222222246,0.652962967,0.1892592606,4.4880827034,0.2384037418,3.2459760077,21.7929344405,1.4e-09,7.9e-09,5.2546388863,8e-10,3
은행사거리,2022,3,서비스업,41.1111111142,4.9444444445,0.1111111111,146.0655555738,0.1111111111,2.3333333343,0.7133333341,3.4000000001,0.7464000033,0.2320000027,3.8154922956,0.1613987789,3.8131023313,24.4473925903,1e-09,2.5e-09,5.6532677768,1.6e-09,3
은행사거리,2022,4,서비스업,41.1111111068,4.9444444442,0.1111111111,146.0655555551,0.2592592593,2.3333333344,0.7133333338,3.4000000022,0.8341666704,0.2512500016,5.0878204842,0.0681373719,4.362054341,23.3700997393,1.8e-09,4.3e-09,5.673343704,8e-10,3
을지로3가역,2022,1,외식업,43.9130434769,4.2347826088,0.1739130435,68.6904347854,0.115942029,2.122108696,1.56884058,3.0130434789,9.2504347828,5.576376812,2.7257912177,0.7239798117,14.1525267697,22.5949981303,0.0761797102,0.0619599288,5.0374168697,0.0085681164,1
을지로3가역,2022,2,외식업,42.8874999955,4.0281249999,0.15625,60.5543749847,0.15625,2.1144609371,1.4935937501,2.6390625002,8.9903333327,5.6126666665,2.1856532498,0.4850449684,12.1643774299,26.8026486955,0.0300671876,-9e-10,6.3057932786,0.0036875005,1
을지로3가역,2022,3,외식업,42.0421052613,3.6039473684,0.0789473684,58.6630263176,0.0789473684,2.124019737,1.1021333334,2.4539473694,9.0604109593,5.7660273975,3.1816425013,0.6384551588,10.429573963,27.2621989355,0.0281593815,0.0605394739,6.7384359088,0.0013289476,1
을지로3가역,2022,4,외식업,42.4888888878,3.5400000002,0.0666666667,60.8973333308,0.0555555556,2.1391722223,0.9924444448,2.4277777787,10.5016091958,5.8120689657,3.4285406116,0.7641946445,10.1264083681,28.9710346334,0.1112333336,0.0620111101,7.5497003336,0.0110922222,1
인사동,2022,1,외식업,41.143750012,4.3187500018,0.0,119.9206250255,0.25,3.7625000025,1.2743750032,3.1250000025,3.7600000042,2.9950000046,2.874412189,0.1790859369,13.1504183245,20.7817150093,2.6e-09,0.0831831299,5.0108125022,1.3e-09,1
인사동,2022,2,외식업,43.4714285721,4.2666666677,0.0,109.0214285783,0.2857142857,3.398268572,1.165714287,3.3780666669,6.1729999991,5.0530000003,3.79321519,0.0856998102,12.6155678987,36.5443500845,7e-10,0.6220488587,10.4544904748,6e-10,1
인사동,2022,3,외식업,43.3409090946,4.0590909103,0.0,110.2054545526,0.1363636364,3.204132729,1.1100000017,3.2644636354,4.9838095227,3.6895238101,3.1252233223,0.1728128187,9.6997967905,29.6549568271,1.4e-09,0.2434593273,7.763300005,2e-09,1
인사동,2022,4,외식업,44.5826086993,4.1565217396,0.0,112.5165217543,0.3043478261,3.1909095681,1.1195652181,3.68774783,6.2847826109,4.6656521758,2.5331166102,0.3306529132,17.8565456846,45.3477012981,1e-10,0.2484053895,13.1962339111,1.2e-09,1
잠실새내역(신천),2022,1,서비스업,38.1459459441,5.464864865,0.1216216216,159.2067581046,0.1756756757,3.5086486487,2.9168918918,8.0594594588,6.1223611101,3.2947222223,13.3504549456,0.4719673653,18.213826502,33.4282804592,1e-10,0.8778233796,9.2574322175,0.0,2
잠실새내역(신천),2022,1,외식업,45.2750000021,6.7800000004,0.05,116.5827400004,0.1666666667,3.3467500006,1.3204999999,5.3850000001,4.6995000011,3.4053333338,3.8836935838,0.3774887834,11.2041605154,19.9591183341,0.6523450007,0.0200749993,6.6288000012,0.2094416672,2
잠실새내역(신천),2022,1,유통업,39.9875000122,4.400000002,0.0,36.7950625091,0.1666666667,1.6937500014,1.8862500018,2.5000000027,5.8004166692,1.6050000029,7.3814076701,0.4899953345,11.8039299271,20.6855187624,1.3e-09,6.5706969998,3.5732156318,1e-10,2
잠실새내역(신천),2022,2,서비스업,38.2727272719,5.5012987016,0.1168831169,167.8905207803,0.2857142857,3.5554545457,2.9289610392,8.1142857149,6.2832432433,3.2074324326,11.4732327405,0.5043248965,16.7257867673,37.033561622,6e-10,2.1583701303,9.6814819477,2e-10,2
잠실새내역(신천),2022,2,외식업,45.2032258032,6.6161290323,0.0483870968,115.2103935298,0.1935483871,3.2662096771,1.2779032254,5.2274193537,6.9975806439,5.3866129028,4.6938556606,0.6225732581,16.208440862,31.6843890263,0.5714193544,0.0085161255,11.3724362889,0.2222838712,2
잠실새내역(신천),2022,2,유통업,39.9874999958,4.4000000016,0.0,36.7950624898,0.1666666667,1.6937500001,1.8862500019,2.5000000006,6.7709523821,1.8766666671,6.9110098743,0.4840798347,11.9284630774,18.2040708745,1.9e-09,5.1325124981,3.092653378,1.3e-09,2
잠실새내역(신천),2022,3,서비스업,39.4353658538,5.7439024387,0.1097560976,174.6841719457,0.2073170732,3.8034146347,3.1646341466,8.4341463415,6.1198765437,3.2772839511,12.2724110606,0.7777643416,20.0137818615,39.5425434002,7e-10,1.9145050607,9.4001944495,2e-10,2
잠실새내역(신천),2022,3,외식업,44.4684931549,6.2095890418,0.0410958904,114.056012334,0.1643835616,3.051383562,1.2873972607,5.0123287669,6.8371232889,5.1465753427,4.434206672,0.811477781,16.5254681245,31.483995126700002,1.6007876716,0.0387890409,10.7077678093,0.5732095895,2
잠실새내역(신천),2022,3,유통업,40.6576923123,4.2153846162,0.0,35.4262115262,0.2692307692,1.6603846156,1.7411538464,2.4615384617,6.1726086973,1.5682608693,6.3392460746,0.652990001,9.158601112,18.9898103698,-5e-10,7.6199388512,3.1591465326,-1e-09,2
잠실새내역(신천),2022,4,서비스업,39.9710843369,5.7096385547,0.0843373494,180.2238325194,0.2048192771,3.9280722891,3.1043373495,8.5373493975,6.4677108439,3.3327710847,11.5517688068,0.4104085902,17.6076571418,40.6289010219,1.1e-09,0.9089519267,10.5856150597,6e-10,2
잠실새내역(신천),2022,4,외식업,43.9753246762,5.6623376624,0.038961039,108.7821935116,0.1038961039,3.1130000003,1.2090909093,5.0181818187,6.8857142869,5.2093506503,4.2576039607,0.5997997796,19.1473263117,33.6281788953,3.0114506497,0.0669350638,12.0971496751,1.1075727275,2
잠실새내역(신천),2022,4,유통업,40.9555555497,4.1333333319,0.0,34.8178333217,0.2222222222,1.6455555552,1.6766666654,2.4444444397,5.2562500016,1.346250001,5.8246729279,0.6054958897,12.3096910684,14.0770966687,2.5e-09,6.6258848147,2.1170370404,1.4e-09,2
장안동사거리,2022,1,외식업,43.7999999898,5.9,0.0,68.4516666648,0.1111111111,2.1416666662,1.0000000012,3.1666666683,8.266111109,3.5466666663,3.7610939443,1.062375335,13.5452781742,24.4460461041,4.3580222248,4.8e-09,7.1399888884,1.6097222248,1
장안동사거리,2022,2,외식업,43.3499999879,5.4899999984,0.0,64.8924999552,0.1,2.1174999999,0.8999999992,3.1499999979,9.0399999954,4.3579999991,3.3067297024,0.9582961022,16.9511757507,30.0919833872,3.4983650023,3.2e-09,8.6166704967,1.139395001,1
장안동사거리,2022,3,외식업,43.1571428668,5.3142857164,0.0,63.3671428489,0.1428571429,2.1071428579,0.8571428575,3.1428571456,8.5723809553,4.1766666681,3.5710431442,0.8459424293,15.4305708579,28.7617655248,3.5583428597,1e-09,7.7843761925,1.1658857148,1
장안동사거리,2022,4,외식업,43.5526315911,5.6157894772,0.0,64.1394737053,0.1052631579,2.1342105276,0.9473684227,3.1578947418,10.5942105337,5.2521052669,3.0125836343,0.7335933167,22.9097319635,38.7388257914,4.5638157905,-3.6e-09,11.3968678957,1.7844315802,1
장지역(가든파이브),2022,1,유통업,51.9750000035,7.9625000005,0.0,38.4549874985,0.3333333333,0.7325000003,1.2499999993,0.8750000012,0.1654545442,0.1340909097,3.9423790423,0.0958020847,54.3882502948,15.1395812547,1.3e-09,33.1692365379,0.4349583393,1e-09,1
장지역(가든파이브),2022,2,유통업,51.8846153906,7.6961538491,0.0,38.1107577432,0.3461538462,0.7242307722,1.2307692328,0.8615384657,0.1930434756,0.1513043484,5.0759885003,0.0664395777,69.5571290163,14.4672173167,5e-10,34.1715103894,0.3238076973,0.0,1
장지역(가든파이브),2022,3,유통업,51.8444444637,7.5777777816,0.0,41.8122111771,0.3703703704,0.8066666698,1.2222222249,0.9333333382,0.1861538485,0.1507692316,3.8355577454,0.2398231868,60.26572306,8.7472703105,2.1e-09,52.6790247485,0.1568847429,1.9e-09,1
장지역(가든파이브),2022,4,유통업,51.8444444409,7.5777777786,0.0,41.8122111209,0.2222222222,0.8066666678,1.222222224,0.9333333317,0.2166666672,0.1533333341,4.2991840761,0.3037932966,88.4011144767,17.8984774143,-4e-10,75.2218994061,0.2340925937,1e-10,1
장한평역(장한평),2022,1,외식업,44.1833333385,4.1666666682,0.3333333333,64.0116666421,0.1666666667,1.727500001,0.4300000009,3.3666666667,4.2244444447,1.7644444462,1.7390148341,0.2671588364,8.8431053417,12.7172974552,0.5712000004,1.6848333372,2.18980195,0.1928166696,1
장한평역(장한평),2022,2,외식업,45.4799999943,4.6000000001,0.4,68.5359999816,0.0,2.0330000002,0.5160000035,4.0000000009,5.129333333,2.3126666683,2.0836357331,0.0672039337,10.3222230003,18.952879998,0.4622733352,5.8e-09,3.0684266639,0.1237066694,1
장한평역(장한평),2022,3,외식업,43.2666666723,4.5666666697,0.3333333333,72.9466666539,0.0555555556,2.2941666679,0.4300000012,4.0833333351,5.4561111098,2.3594444453,3.0735770055,0.0249838348,10.1547421047,16.7852053348,0.4131166689,-2e-09,2.5135277782,0.1168333349,1
장한평역(장한평),2022,4,외식업,43.2666666724,4.5666666682,0.3333333333,72.9466666874,0.0555555556,2.2941666666,0.4299999999,4.0833333333,5.8116666698,2.4488888912,3.4426130547,0.0480774459,11.3702502151,20.0775450029,0.6317944471,-2.6e-09,3.4010172287,0.1856944475,1
종각역,2022,1,외식업,42.7999999774,4.3071428572,0.2142857143,146.5721427695,0.0,4.5635985719,1.8450000012,9.513714284,11.2646153783,6.9584615362,3.2940546364,0.5566885718,30.7162791142,26.1448041894,0.3107714267,0.5937896329,3.2255285709,0.0353142855,3
종각역,2022,2,외식업,44.6294117591,6.0058823525,0.1764705882,130.8358823056,0.0,4.1170811767,1.7794117653,8.1877647039,14.6205882362,9.9358823543,4.0132795874,0.8031652363,19.8013166955,43.0184870541,0.6857235296,0.7624299365,5.4479470572,0.0671588225,3
종각역,2022,3,외식업,46.8200000024,6.200000002,0.15,121.4160000015,0.1,4.3395190006,1.6855000016,8.0596000006,13.7469999978,9.3889999985,3.5802644518,0.842635101,22.4102227419,43.4110294925,0.5140850019,0.5565362515,4.2685749959,0.0458450018,3
종각역,2022,4,외식업,46.7368421078,4.4315789472,0.1578947368,125.9394737421,0.0,4.7205463186,1.8415789488,8.7995789521,15.2663157918,9.7994736863,2.7815006353,0.4541078449,25.5357286398,50.2284273638,0.1144105273,0.9126010045,4.4746999979,0.026973685,3
종로3가역,2022,1,외식업,40.2518518541,5.2296296303,0.0,52.1386963066,0.1111111111,2.2294444452,1.611728396,2.8283950623,6.3970512829,5.3711538471,4.1053739024,0.5320990744,10.9342693103,24.5873087302,0.334224692,0.391560199,9.390974321,0.1149925927,1
종로3가역,2022,1,유통업,50.2999999981,10.6500000003,0.0,114.1899999911,0.3333333333,3.0803500018,2.1250000038,3.0267000018,0.3050000019,0.2441666682,3.5101635874,0.0811685857,57.5627488521,11.6789175035,2.6e-09,5.2214041762,4.4276375045,1.4e-09,1
종로3가역,2022,2,외식업,40.0939759066,5.1831325308,0.0,49.5570409731,0.1445783133,2.2088554224,1.6943373497,2.8325301208,8.2233750013,6.7302500007,4.2105197837,0.8422134225,14.6238334641,31.5806419317,0.5395349402,0.5452380617,12.160441797,0.2032048193,1
종로3가역,2022,2,유통업,50.2999999663,10.6499999984,0.0,114.1899999303,0.4166666667,3.0803499999,2.1250000027,3.0266999955,0.3541666616,0.2966666662,3.8654440824,0.0378916672,49.4262038266,17.8734249828,2.6e-09,5.3924641594,6.0688416618,3e-10,1
종로3가역,2022,3,외식업,40.3815217393,5.347826087,0.0,48.1351565209,0.152173913,2.1449456523,1.5426086958,2.7771739135,7.5773863637,6.1665909097,4.4691174889,0.7100093918,11.3137507059,28.737448011,0.5776315219,0.7438643589,10.607566609,0.2074456525,1
종로3가역,2022,3,유통업,50.3142856964,10.7928571427,0.0,104.7165856697,0.4285714286,2.9403000007,2.4585714284,3.3085999997,0.4430769193,0.3692307676,4.5383828569,0.1425635722,38.5644193264,18.9515999677,1.3e-09,8.4172314173,6.3651142776,2e-09,1
종로3가역,2022,4,외식업,40.5066666653,5.4200000001,0.0,49.1227155581,0.1333333333,2.0215000001,1.6004444446,2.6833333333,8.2410714295,6.677142858,5.5258817456,0.6501560667,12.3744997014,32.8418681146,0.4021355556,2.2179380337,13.3016896684,0.135067778,1
종로3가역,2022,4,유통업,50.3333333437,10.9833333352,0.0,92.0853666755,0.4444444444,2.753566669,2.9033333355,3.6844666693,0.4838888912,0.3738888925,4.244655894,0.1154117238,38.4929683868,23.2520444579,4.2e-09,8.4534172202,11.4542500073,1.9e-09,1
천호역,2022,1,외식업,39.0599999899,7.9400000003,0.0,63.0079999963,0.0,2.1880000025,3.2426666685,3.8400000063,6.6166666694,4.8106666692,6.4129104699,0.8617207998,22.2358923557,29.8215666723,15.9228333363,-3e-10,10.2915133341,5.7538666683,0
천호역,2022,2,외식업,39.0600000134,7.9400000037,0.0,63.0080000611,0.0,2.1880000021,3.1986666683,3.8400000083,9.0273333364,6.8200000009,5.6602289429,1.1558476685,29.4586353673,43.2889006788,15.1301000035,6.3e-09,14.3092666709,5.8746000029,0
천호역,2022,3,외식업,39.4437500024,8.0374999999,0.0,74.9312500111,0.0,2.4087500029,3.1081250004,4.2874999997,9.8950000036,7.4806250023,6.7546294427,0.9898833143,31.2641936255,46.9632743824,16.632875,-5.2e-09,15.1135806275,6.2443437516,0
천호역,2022,4,외식업,40.0833333226,8.1999999993,0.0,94.8033332843,0.0555555556,2.7766666674,2.9850000022,5.0333333335,11.4855555543,8.6172222228,9.1860856106,1.0385885002,38.4477518144,54.6949999844,20.0697500021,-5e-09,19.0096666623,8.1025833356,0
청담사거리(청담동명품거리),2022,1,서비스업,41.5000000002,4.5624999998,0.0,144.2399999615,0.25,3.8374999993,2.7670833327,4.1874999975,1.1041666634,0.4162499985,3.7678967456,0.7631228769,10.1421375261,17.433288727,1.7e-09,5.7275833317,5.6042991578,1.7e-09,3
청담사거리(청담동명품거리),2022,1,유통업,44.8545454528,8.1454545463,0.0,153.9368181556,0.2727272727,4.2986363634,3.4951515157,5.5909090888,1.5293749996,0.9834375001,5.9165567576,0.3982440615,68.4646694847,75.6369478813,2.3e-09,6.8505459719,42.7260454564,9e-10,3
청담사거리(청담동명품거리),2022,2,서비스업,41.8636363621,4.4590909105,0.0,130.3527272765,0.1818181818,3.5045454545,2.6604545459,3.9318181845,1.4200000024,0.5663636373,5.9653148656,1.5330820931,6.8718436948,24.1412345467,7e-10,6.7312045514,7.9316681839,1e-09,3
청담사거리(청담동명품거리),2022,2,유통업,44.3900000051,8.4500000007,0.0,146.6571333378,0.4333333333,4.0425000005,3.5000000008,5.3166666685,1.0914285729,0.8507142882,7.127518269,0.2904503344,74.2695200044,67.4808293347,2e-09,8.4281151359,39.83301,5e-10,3
청담사거리(청담동명품거리),2022,3,서비스업,42.0714285895,4.4000000039,0.0,129.179047644,0.2857142857,3.5261904788,2.5895238128,3.9285714296,1.4004761935,0.5319047635,5.7121514817,1.0010555233,7.2753109821,22.7271238109,1.8e-09,8.9477464249,6.8041333314,1.4e-09,3
청담사거리(청담동명품거리),2022,3,유통업,44.136363641,8.1454545472,0.0,138.3839999922,0.4242424242,3.9277272737,3.1818181813,5.4090909105,0.9706060617,0.6984848488,5.8966152717,0.4335812428,52.1780195782,61.1829302992,-2e-10,2.3779276391,38.1867787866,5e-10,3
청담사거리(청담동명품거리),2022,4,서비스업,42.2700000015,4.5350000002,0.0,138.7879999778,0.25,3.8100000002,2.716000001,4.125,1.3564999988,0.5279999998,6.0256588961,1.5578118005,6.9692078442,21.6027999893,1e-09,10.6686750044,7.1670199975,2.3e-09,3
청담사거리(청담동명품거리),2022,4,유통업,43.925,8.2406250003,0.0,140.3010000054,0.5,4.0317187505,3.2812500016,5.5625000019,1.0725806435,0.8170967745,6.2537282827,0.319409282,59.4385063382,56.0953384358,1e-10,10.4957814058,33.3596618735,2e-10,3
"총신대입구역(이수, 총신대)",2022,1,서비스업,37.9000000015,5.3714285734,0.0,125.8571428695,0.1904761905,2.2600000007,0.9285714278,3.3571428594,2.6514285741,1.2071428614,3.3237165719,0.3459803345,3.627816619,8.9047666673,9e-10,0.4340682372,2.9798071463,-2e-10,2
"총신대입구역(이수, 총신대)",2022,1,외식업,40.1941176487,4.6735294121,0.2058823529,65.5438588225,0.1470588235,2.4947058827,0.6488235297,4.514705882,6.5292156864,3.6809803924,3.0360366769,0.3444064414,8.5110107334,14.5669646092,1.8697872554,0.0360735272,4.323185491,0.6096852944,2
"총신대입구역(이수, 총신대)",2022,2,서비스업,37.899999994,5.3714285734,0.0,125.8571428426,0.2380952381,2.2600000005,0.9285714297,3.3571428574,3.2376190452,1.5323809513,3.5116119969,0.0409353817,4.1642591985,10.7369533274,2.4e-09,0.7058329645,3.3179366649,7e-10,2
"총신대입구역(이수, 총신대)",2022,2,외식업,40.3313131306,4.6313131312,0.2121212121,64.9706424136,0.1717171717,2.4751515154,0.6867676769,4.5000000002,9.0172727268,5.378181818,3.3299382729,0.39497101,11.4155718257,21.4893695925,2.3258484849,0.0086666665,6.4588637358,0.8150424245,2
"총신대입구역(이수, 총신대)",2022,3,서비스업,37.9000000073,5.3714285727,0.0,125.8571428413,0.1428571429,2.2600000012,0.9285714293,3.3571428578,4.1623809531,1.9252380956,3.3440604293,0.0734701452,4.7413858996,12.0149095181,2e-10,1.3829313756,3.6872714239,1.7e-09,2
"총신대입구역(이수, 총신대)",2022,3,외식업,40.896938776,4.5275510208,0.2142857143,66.9314040866,0.1428571429,2.49122449,0.7053608252,4.5561224492,8.4567368428,5.0527368425,3.6052426635,0.397092582,12.0328260081,20.7270769378,2.5621592961,1.5e-09,6.1913616319,0.8908439187,2
"총신대입구역(이수, 총신대)",2022,4,서비스업,37.9000000089,5.371428574,0.0,125.8571428764,0.2380952381,2.2600000002,0.9285714305,3.3571428567,4.0800000012,1.7938095261,3.1969972899,0.0683292386,3.7741615661,10.5404381067,3e-10,1.0943704763,3.4917428609,3e-10,2
"총신대입구역(이수, 총신대)",2022,4,외식업,40.3878787886,4.2363636367,0.2121212121,65.193430301,0.0909090909,2.4393939398,0.6883838386,4.4090909099,7.7395604393,4.7071428573,3.7245818889,0.4251482932,11.9134391851,20.7902034543,3.2332933339,1.1e-09,6.5003919704,1.2122090609,2
충무로역,2022,1,외식업,41.4102040818,6.5326530624,0.0612244898,61.5237387787,0.1428571429,2.0855102043,1.2244897966,3.3897959187,12.6585714292,4.7897959188,3.0255160826,0.6410793884,10.3017899628,14.017121947,4.6249857144,0.0493877566,1.9453183709,1.5129285717,1
충무로역,2022,2,외식업,41.3981132106,6.34528302,0.0566037736,60.6540226617,0.1509433962,2.1413207552,1.1824528314,3.3698113223,16.0358490591,6.7088679263,3.0201750585,0.5544403217,13.0180768907,19.7922644044,4.8479018873,0.8202358505,2.7641049089,1.5390415098,1
충무로역,2022,3,외식업,41.438888886,6.2666666667,0.0555555556,61.1974666562,0.1111111111,2.1850000003,1.2083333336,3.4000000011,14.6627777779,6.1581481479,3.8077936125,0.5642338711,10.8316509829,17.9157307212,4.4483962966,0.0598888882,2.2371111109,1.2594407411,1
충무로역,2022,4,외식업,41.4388888897,6.2666666675,0.0555555556,61.1974666656,0.2407407407,2.1850000003,1.2207407405,3.4000000015,14.6407407421,6.2185185194,3.6143555923,0.7126500191,12.2710664299,20.595041298,3.1655851863,0.0706851861,2.9008829639,1.0176203713,1
포스코사거리,2022,1,외식업,44.1666666679,5.186666667,0.24,99.8834666827,0.1333333333,3.4957600007,2.0670666672,5.5933333349,10.6861333332,5.0442666671,4.3264432283,1.0349444268,14.3955988999,29.1885282977,0.5742106666,0.1988859884,4.098411668,0.1361200004,3
포스코사거리,2022,2,외식업,43.7370370362,4.8999999997,0.2222222222,99.3697530871,0.1481481481,3.4596691361,1.9441975311,5.4583030452,13.047407408,6.0446913583,4.6044675062,0.6880059139,17.7649794175,37.0959456393,0.4867567908,0.1878857523,5.0368716033,0.0700283956,3
포스코사거리,2022,3,외식업,42.9903614446,4.8048192774,0.2048192771,100.0381927707,0.1325301205,3.4769349403,1.9609638558,5.3956933333,13.2413253012,6.0377108437,5.1193449637,0.8262942653,19.2865931588,39.4588056139,0.2644939758,0.5340987964,5.1930650599,0.039708434,3
포스코사거리,2022,4,외식업,43.630232557,4.8418604653,0.1860465116,99.1994185996,0.1162790698,3.5075651164,1.9537209305,5.5090761237,12.1456976756,5.4593023263,5.8962077911,0.7084624073,20.8368176643,40.1781248818,0.3818430237,0.5263915254,5.1221912785,0.0388372096,3
포이사거리(삼호물산),2022,1,외식업,44.3857142852,4.7571428589,0.0,91.8385714276,0.0476190476,2.1021428571,0.9100000014,3.0000000038,4.4547619072,2.2785714301,2.1334745303,0.8057290506,15.1238116662,15.1399476104,8.596595238,5e-10,1.411428564,1.9740476189,1
포이사거리(삼호물산),2022,2,외식업,44.3857142942,4.7571428594,0.0,91.8385714104,0.1428571429,2.1021428579,0.8914285716,2.9999999997,5.5376190471,3.0747619057,2.9607411422,0.6848686205,15.5613069796,19.9687999932,7.1927619069,-5.1e-09,2.270247618,1.6839047633,1
포이사거리(삼호물산),2022,3,외식업,43.7695652156,4.5956521746,0.0869565217,87.3308695676,0.0869565217,2.0236956524,0.8691304358,2.8260869546,5.7439130398,3.2017391287,3.6681722621,0.6415076974,15.6923946108,21.3968978266,7.8044130444,0.0,2.4269913059,1.8002826097,1
포이사거리(삼호물산),2022,4,외식업,45.2285714239,4.9285714286,0.1428571429,82.1242857029,0.0952380952,1.9878571437,0.908095239,2.714285716,5.4333333355,2.7561904785,3.8994406673,0.8036699527,15.3965575205,19.5578571439,7.5170714303,-1.1e-09,1.8579523838,1.9094285721,1
학동사거리,2022,1,서비스업,40.1521739194,7.1521739137,0.0,175.3296435114,0.2173913043,5.1157826103,2.0547826093,6.8026086979,1.06086957,0.7469565259,10.1040136962,3.3343591316,69.0785875243,43.0094652277,1.5e-09,27.4584759998,18.184495223,6e-10,3
학동사거리,2022,1,외식업,43.076923079,4.8000000016,0.0,121.7207692422,0.0769230769,4.7584615394,1.9697435902,6.5384615406,3.672368422,2.2968421075,5.7240098985,0.9890447962,17.3112314993,33.0078925663,0.4926974368,1.1423849784,7.8941248726,0.0816871802,3
학동사거리,2022,1,유통업,41.9590909126,6.1545454544,0.0,134.0068181728,0.1363636364,5.1206818191,1.9863636376,7.1274090884,2.0077272743,1.3313636368,5.343583184,0.5072380908,59.1213204034,44.257271648,0.0408181815,17.9060699981,11.0174555029,0.0049772738,3
학동사거리,2022,2,서비스업,40.5479999951,7.3520000018,0.0,183.3428720026,0.4,5.4035720009,2.0003999998,7.3687999987,1.3229166693,0.9233333333,10.9301752807,3.51658212,88.3896068775,58.3629906016,1.3e-09,27.181007199,21.1359580023,1.1e-09,3
학동사거리,2022,2,외식업,43.0769230744,4.7999999995,0.0,121.7207692286,0.1282051282,4.7584615389,2.074102564,6.5384615382,4.8656410276,3.317692308,7.2854719737,0.7506584874,21.1573644366,47.7045776948,0.3224999996,0.6720171288,12.0385974386,0.0674179492,3
학동사거리,2022,2,유통업,42.8999999845,6.623076922,0.0,130.4673076569,0.4230769231,6.0315384614,2.0688461542,8.3346923041,2.1223076875,1.4392307669,5.3006750768,0.4885831536,78.9430933342,59.5282866831,0.0359269226,20.5322888041,18.0463296525,0.0128423079,3
학동사거리,2022,3,서비스업,39.2777777828,6.533333335,0.0,162.1719185079,0.4444444444,4.4912222225,1.8748148153,6.1362962964,1.1642307685,0.7969230772,10.428423555,2.3082932225,68.3317394422,52.1343896291,0.0,25.6184542968,16.6241481487,1.2e-09,3
학동사거리,2022,3,외식업,42.7897435855,4.7153846159,0.0,123.4935897273,0.0769230769,4.7071794873,2.012368421,6.6153846159,4.865384614,3.3130769234,6.9930261011,0.7534572821,23.2881239966,47.8423987153,0.3084384623,0.9233369463,11.8040038471,0.0433435895,3
학동사거리,2022,3,유통업,43.5458333477,7.0583333358,0.0,113.9512500239,0.2916666667,5.2064583338,2.0737500022,6.7834583351,1.714583337,1.1716666686,4.1509035427,0.4134194181,64.9806050588,54.9202456785,0.0177208366,8.3743811705,16.3031687545,0.0039541676,3
학동사거리,2022,4,서비스업,39.2777777751,6.5333333313,0.0,139.7667333306,0.2962962963,3.569000001,1.9566666678,4.66222222,1.3229166664,0.8833333336,12.3436293356,11.8901276292,138.5091937302,49.60753259,1.5e-09,28.446582146,18.329332406,5e-10,3
학동사거리,2022,4,외식업,42.2153846116,4.546153846,0.0,127.0392307511,0.1794871795,4.604615386,1.9161538462,6.7692307703,4.8192307691,3.3351282058,7.177709563,1.4531340518,32.0203972034,52.7811000003,0.365446154,0.4982665352,14.8444205149,0.0557410262,3
학동사거리,2022,4,유통업,43.3499999931,7.1249999996,0.0,104.7787499809,0.3333333333,4.8481249999,2.0400000013,5.9501250016,1.2475000001,0.8737500004,4.7401529165,1.2343555429,57.5059015068,50.9158786632,2e-10,13.3491557523,16.7923033338,5e-10,3
